airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEBL,621066,4652,BCN,41.2971,2.0784599999999998,Barcelona International Airport
LEMD,225344,2440,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
EGKK,217768,1155,LGW,51.148102,-0.190278,London Gatwick Airport
LEPA,210076,4639,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
EGCC,174909,840,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EGBB,77717,396,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
EGNX,72286,429,EMA,52.8311004639,-1.32806003094,East Midlands Airport
LIMC,64040,443,MXP,45.6306,8.728110000000001,Malpensa International Airport
EGGW,61117,353,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
LEVC,57706,903,VLC,39.4893,-0.481625,Valencia Airport
LEBB,55739,395,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
EGGD,46757,269,BRS,51.382702,-2.71909,Bristol Airport
EGNM,46183,304,LBA,53.86589813232422,-1.6605700254440308,Leeds Bradford Airport
EGNT,43694,263,NCL,55.037498474121094,-1.6916699409484863,Newcastle Airport
