airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
GCLP,478680,9580,LPA,27.931900024414066,-15.38659954071045,Gran Canaria Airport
EDDL,259239,1317,DUS,51.289501,6.766780000000001,Düsseldorf Airport
LEMD,243071,1601,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
EDDF,180184,899,FRA,50.033333,8.570556,Frankfurt am Main Airport
GCXO,158063,3443,TFN,28.4827003479,-16.341499328599998,Tenerife Norte Airport
EGCC,137765,652,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EDDH,137279,733,HAM,53.630401611328004,9.988229751586902,Hamburg Airport
EGKK,117148,580,LGW,51.148102,-0.190278,London Gatwick Airport
EDDV,110115,669,HAJ,52.461101532,9.68507957458,Hannover Airport
EDDS,107463,563,STR,48.6898994446,9.22196006775,Stuttgart Airport
EDDM,105317,596,MUC,48.353802,11.7861,Munich Airport
LFPG,95206,571,CDG,49.012798,2.55,Charles de Gaulle International Airport
EHAM,95120,661,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
EGBB,95101,497,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
EGSS,79372,482,STN,51.8849983215,0.23499999940400002,London Stansted Airport
EGNX,72455,402,EMA,52.8311004639,-1.32806003094,East Midlands Airport
EDDK,72025,447,CGN,50.865898132299996,7.1427397728,Cologne Bonn Airport
EDDT,67793,410,TXL,52.5597,13.2877,Berlin-Tegel Airport
EGGP,65913,406,LPL,53.33359909057617,-2.849720001220703,Liverpool John Lennon Airport
EIDW,63028,410,DUB,53.421299,-6.27007,Dublin Airport
EDLP,61238,404,PAD,51.614101409899995,8.616319656369999,Paderborn Lippstadt Airport
EGGD,58714,354,BRS,51.382702,-2.71909,Bristol Airport
EDDN,53939,343,NUE,49.498699,11.078056,Nuremberg Airport
LIME,52370,332,BGY,45.673901,9.70417,Il Caravaggio International Airport
EPWA,51897,290,WAW,52.1656990051,20.9671001434,Warsaw Chopin Airport
EDDP,50399,328,LEJ,51.423889,12.236388999999999,Leipzig/Halle Airport
LEBL,49259,327,BCN,41.2971,2.0784599999999998,Barcelona International Airport
LSZH,46011,320,ZRH,47.464698999999996,8.54917,Zürich Airport
EKCH,44622,257,CPH,55.617900848389,12.656000137328999,Copenhagen Kastrup Airport
EGPF,43051,196,GLA,55.8718986511,-4.43306016922,Glasgow International Airport
ESSA,40460,210,ARN,59.651901245116996,17.918600082397,Stockholm-Arlanda Airport
