airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEBL,142885,1733,BCN,41.2971,2.0784599999999998,Barcelona International Airport
EBCI,56668,422,CRL,50.459202000000005,4.4538199999999994,Brussels South Charleroi Airport
EGSS,42461,291,STN,51.8849983215,0.23499999940400002,London Stansted Airport
LEMG,29566,192,AGP,36.67490005493164,-4.499110221862793,Málaga Airport
GCTS,21697,131,TFS,28.044500351,-16.5725002289,Tenerife South Airport
GCRR,18616,125,ACE,28.945498999999998,-13.6052,Lanzarote Airport
