airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEBL,881722,5455,BCN,41.2971,2.0784599999999998,Barcelona International Airport
LEMD,284435,2258,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
EGKK,232169,1550,LGW,51.148102,-0.190278,London Gatwick Airport
LEPA,231711,1403,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
LFPO,204467,1243,ORY,48.7233333,2.3794444,Paris-Orly Airport
LFPG,190970,1344,CDG,49.012798,2.55,Charles de Gaulle International Airport
LIRF,181231,1080,FCO,41.800277799999996,12.238888900000001,Leonardo da Vinci–Fiumicino Airport
GCLP,172104,1076,LPA,27.931900024414066,-15.38659954071045,Gran Canaria Airport
LEBB,160174,1027,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
GCXO,146990,918,TFN,28.4827003479,-16.341499328599998,Tenerife Norte Airport
EGSS,137325,780,STN,51.8849983215,0.23499999940400002,London Stansted Airport
EHAM,135980,849,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
LIME,127896,730,BGY,45.673901,9.70417,Il Caravaggio International Airport
EBCI,124902,722,CRL,50.459202000000005,4.4538199999999994,Brussels South Charleroi Airport
LEVC,113126,1807,VLC,39.4893,-0.481625,Valencia Airport
LEST,76036,444,SCQ,42.89630126953125,-8.415140151977539,Santiago de Compostela Airport
GCRR,71824,488,ACE,28.945498999999998,-13.6052,Lanzarote Airport
EDDM,68923,506,MUC,48.353802,11.7861,Munich Airport
LECO,68428,474,LCG,43.302101,-8.37726,A Coruña Airport
LIPE,67564,383,BLQ,44.5354,11.2887,Bologna Guglielmo Marconi Airport
LFOB,67231,406,BVA,49.45439910888672,2.1127800941467285,Paris Beauvais Tillé Airport
LPPT,65568,1399,LIS,38.7813,-9.13592,Humberto Delgado Airport (Lisbon Portela Airport)
GCTS,53398,314,TFS,28.044500351,-16.5725002289,Tenerife South Airport
LEIB,52488,348,IBZ,38.8728981018,1.3731199502899998,Ibiza Airport
LIMC,52162,313,MXP,45.6306,8.728110000000001,Malpensa International Airport
LFBO,51811,775,TLS,43.629101,1.36382,Toulouse-Blagnac Airport
LFML,48514,282,MRS,43.439271921999996,5.22142410278,Marseille Provence Airport
EDDF,41924,255,FRA,50.033333,8.570556,Frankfurt am Main Airport
LSGG,41154,277,GVA,46.23809814453125,6.108950138092041,Geneva Cointrin International Airport
