airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,4627387,43901,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
LEPA,1784896,16521,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
EHAM,1260859,9749,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
LEZL,1179010,9894,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
LFPG,1095786,9005,CDG,49.012798,2.55,Charles de Gaulle International Airport
LEIB,851864,8615,IBZ,38.8728981018,1.3731199502899998,Ibiza Airport
LEMG,840982,7622,AGP,36.67490005493164,-4.499110221862793,Málaga Airport
EGLL,809908,6315,LHR,51.4706,-0.461941,London Heathrow Airport
LIRF,770882,6995,FCO,41.800277799999996,12.238888900000001,Leonardo da Vinci–Fiumicino Airport
LEMH,716133,8109,MAH,39.86259841918945,4.2186498641967765,Menorca Airport
LEBB,673862,6489,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
EDDF,663484,5260,FRA,50.033333,8.570556,Frankfurt am Main Airport
LIMC,661920,5883,MXP,45.6306,8.728110000000001,Malpensa International Airport
LPPT,603577,7553,LIS,38.7813,-9.13592,Humberto Delgado Airport (Lisbon Portela Airport)
LFPO,591632,5793,ORY,48.7233333,2.3794444,Paris-Orly Airport
EDDM,590048,5343,MUC,48.353802,11.7861,Munich Airport
EBBR,571154,5214,BRU,50.9014015198,4.48443984985,Brussels Airport
EGKK,539957,4492,LGW,51.148102,-0.190278,London Gatwick Airport
LSZH,445637,3623,ZRH,47.464698999999996,8.54917,Zürich Airport
LEAL,439550,4902,ALC,38.28219985961914,-0.5581560134887695,Alicante International Airport
LEGR,417107,3932,GRX,37.18870162963867,-3.777359962463379,Federico Garcia Lorca Airport
LSGG,404407,3951,GVA,46.23809814453125,6.108950138092041,Geneva Cointrin International Airport
LEST,350473,3193,SCQ,42.89630126953125,-8.415140151977539,Santiago de Compostela Airport
GCXO,335232,2498,TFN,28.4827003479,-16.341499328599998,Tenerife Norte Airport
GCLP,333926,2631,LPA,27.931900024414066,-15.38659954071045,Gran Canaria Airport
LEAS,324873,3924,OVD,43.5635986328125,-6.0346198081970215,Asturias Airport
LIPZ,314218,3086,VCE,45.505299,12.3519,Venice Marco Polo Airport
LEVX,284327,2894,VGO,42.2318000793457,-8.62677001953125,Vigo Airport
EKCH,273302,2048,CPH,55.617900848389,12.656000137328999,Copenhagen Kastrup Airport
LKPR,268173,2486,PRG,50.1008,14.26,Václav Havel Airport Prague
EGGW,266597,2243,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
LECO,255810,2647,LCG,43.302101,-8.37726,A Coruña Airport
LOWW,250032,2528,VIE,48.110298156738004,16.569700241089002,Vienna International Airport
EDDL,248260,3248,DUS,51.289501,6.766780000000001,Düsseldorf Airport
GCRR,236457,1793,ACE,28.945498999999998,-13.6052,Lanzarote Airport
LEVC,224719,4611,VLC,39.4893,-0.481625,Valencia Airport
EFHK,224680,1644,HEL,60.317199707031,24.963300704956,Helsinki Vantaa Airport
EIDW,224535,1794,DUB,53.421299,-6.27007,Dublin Airport
UUDD,204698,1144,DME,55.40879821777344,37.90629959106445,Domodedovo International Airport
LEJR,184721,1805,XRY,36.74459838867188,-6.060110092163086,Jerez Airport
EGSS,180841,1456,STN,51.8849983215,0.23499999940400002,London Stansted Airport
KJFK,179985,1024,JFK,40.63980103,-73.77890015,John F Kennedy International Airport
EGGP,177053,1374,LPL,53.33359909057617,-2.849720001220703,Liverpool John Lennon Airport
LLBG,176023,1334,TLV,32.011398315429695,34.88669967651367,Ben Gurion International Airport
EDDT,172497,1384,TXL,52.5597,13.2877,Berlin-Tegel Airport
EDDB,171050,1352,SXF,52.380001,13.5225,Berlin-Schönefeld Airport
ESSA,166540,1336,ARN,59.651901245116996,17.918600082397,Stockholm-Arlanda Airport
GCTS,166410,1220,TFS,28.044500351,-16.5725002289,Tenerife South Airport
EDDS,164477,2657,STR,48.6898994446,9.22196006775,Stuttgart Airport
LPPR,157472,3263,OPO,41.248100280799996,-8.68138980865,Francisco de Sá Carneiro Airport
EDDH,148370,1454,HAM,53.630401611328004,9.988229751586902,Hamburg Airport
EGCC,142853,1065,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
LEAM,140845,3096,LEI,36.84389877319336,-2.3701000213623047,Almería International Airport
ENGM,136675,1157,OSL,60.193901062011996,11.100399971008,Oslo Gardermoen Airport
EGGD,133677,1048,BRS,51.382702,-2.71909,Bristol Airport
LROP,127613,1287,OTP,44.5711111,26.085,Henri Coandă International Airport
LFSB,126956,1224,BSL,47.59,7.5291667,EuroAirport Basel-Mulhouse-Freiburg Airport
LGAV,126925,1025,ATH,37.9364013672,23.944499969499997,Eleftherios Venizelos International Airport
GMMN,126269,1401,CMN,33.36750030517578,-7.589970111846924,Mohammed V International Airport
LIML,121968,1423,LIN,45.445099,9.27674,Milano Linate Airport
LEVD,119962,4123,VLL,41.7061004639,-4.85194015503,Valladolid Airport
SAEZ,119765,734,EZE,-34.8222,-58.5358,Ministro Pistarini International Airport
LTBA,118982,1046,ISL,40.976898,28.8146,Atatürk International Airport
LIPE,116064,2750,BLQ,44.5354,11.2887,Bologna Guglielmo Marconi Airport
EGNM,101194,653,LBA,53.86589813232422,-1.6605700254440308,Leeds Bradford Airport
UUEE,98939,865,SVO,55.972599,37.4146,Sheremetyevo International Airport
KEWR,98400,689,EWR,40.69250106811523,-74.168701171875,Newark Liberty International Airport
LEPP,96312,3143,PNA,42.77000045776367,-1.6463299989700315,Pamplona Airport
EGNT,95280,778,NCL,55.037498474121094,-1.6916699409484863,Newcastle Airport
EGPF,94779,667,GLA,55.8718986511,-4.43306016922,Glasgow International Airport
EDDK,94745,728,CGN,50.865898132299996,7.1427397728,Cologne Bonn Airport
LEXJ,93364,2616,SDR,43.427101135253906,-3.82000994682312,Santander Airport
EGPH,93052,751,EDI,55.95000076293945,-3.372499942779541,Edinburgh Airport
EDLW,92803,728,DTM,51.518299102799986,7.61223983765,Dortmund Airport
LFLL,91033,2132,LYS,45.725556,5.081111,Lyon Saint-Exupéry Airport
LESO,89629,2731,EAS,43.35649871826172,-1.7906099557876587,San Sebastian Airport
LIRN,85634,1033,NAP,40.886002000000005,14.2908,Naples International Airport
KATL,82483,424,ATL,33.6367,-84.428101,Hartsfield Jackson Atlanta International Airport
LRBS,80639,641,BBU,44.50320053100586,26.10210037231445,Băneasa International Airport
EPWA,79989,1016,WAW,52.1656990051,20.9671001434,Warsaw Chopin Airport
HECA,79844,765,CAI,30.12190055847168,31.40559959411621,Cairo International Airport
