airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,665015,5846,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
LEBL,350473,3193,BCN,41.2971,2.0784599999999998,Barcelona International Airport
LEPA,164251,1180,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
GCTS,99568,625,TFS,28.044500351,-16.5725002289,Tenerife South Airport
EGSS,95121,642,STN,51.8849983215,0.23499999940400002,London Stansted Airport
GCLP,70754,532,LPA,27.931900024414066,-15.38659954071045,Gran Canaria Airport
LIRA,63206,404,CIA,41.7994,12.5949,Ciampino–G. B. Pastine International Airport
GCRR,60153,395,ACE,28.945498999999998,-13.6052,Lanzarote Airport
LEBB,49947,1783,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
GCFV,47535,310,FUE,28.452699661254886,-13.863800048828125,Fuerteventura Airport
EDFH,44973,310,HHN,49.9487,7.263889999999999,Frankfurt-Hahn Airport
LEZL,44057,1341,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
LEVC,41242,1090,VLC,39.4893,-0.481625,Valencia Airport
LFPG,34878,303,CDG,49.012798,2.55,Charles de Gaulle International Airport
EGGP,31005,257,LPL,53.33359909057617,-2.849720001220703,Liverpool John Lennon Airport
LEMG,29199,218,AGP,36.67490005493164,-4.499110221862793,Málaga Airport
