airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
EGCC,113302,472,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EGKK,92702,459,LGW,51.148102,-0.190278,London Gatwick Airport
EGPF,71334,299,GLA,55.8718986511,-4.43306016922,Glasgow International Airport
EIDW,63385,292,DUB,53.421299,-6.27007,Dublin Airport
EGAA,43270,243,BFS,54.6575012207,-6.21582984924,Belfast International Airport
EGBB,41257,205,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
EGNT,39913,199,NCL,55.037498474121094,-1.6916699409484863,Newcastle Airport
EDDK,39039,482,CGN,50.865898132299996,7.1427397728,Cologne Bonn Airport
EGSS,33416,267,STN,51.8849983215,0.23499999940400002,London Stansted Airport
EGFF,31286,148,CWL,51.39670181274414,-3.343329906463623,Cardiff International Airport
EBBR,29984,200,BRU,50.9014015198,4.48443984985,Brussels Airport
EGGP,24735,131,LPL,53.33359909057617,-2.849720001220703,Liverpool John Lennon Airport
EDDV,23725,272,HAJ,52.461101532,9.68507957458,Hannover Airport
EGGW,23448,120,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
EGNM,23078,98,LBA,53.86589813232422,-1.6605700254440308,Leeds Bradford Airport
LEMD,22026,834,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
EGNX,21827,100,EMA,52.8311004639,-1.32806003094,East Midlands Airport
