airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
EGCC,734234,3283,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
LEMD,723873,7780,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
EGKK,672242,3969,LGW,51.148102,-0.190278,London Gatwick Airport
LEBL,342735,3559,BCN,41.2971,2.0784599999999998,Barcelona International Airport
EHAM,258813,1658,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
LEPA,243827,4283,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
EGSS,208598,1455,STN,51.8849983215,0.23499999940400002,London Stansted Airport
EBBR,206128,1312,BRU,50.9014015198,4.48443984985,Brussels Airport
EDDL,201565,1247,DUS,51.289501,6.766780000000001,Düsseldorf Airport
EGGW,188404,993,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
EGPF,184072,795,GLA,55.8718986511,-4.43306016922,Glasgow International Airport
EGBB,182306,899,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
EGNX,157618,731,EMA,52.8311004639,-1.32806003094,East Midlands Airport
EGNT,154323,737,NCL,55.037498474121094,-1.6916699409484863,Newcastle Airport
EGGD,134964,836,BRS,51.382702,-2.71909,Bristol Airport
ENGM,113957,890,OSL,60.193901062011996,11.100399971008,Oslo Gardermoen Airport
EGFF,107442,535,CWL,51.39670181274414,-3.343329906463623,Cardiff International Airport
EDDF,86504,484,FRA,50.033333,8.570556,Frankfurt am Main Airport
EIDW,81066,515,DUB,53.421299,-6.27007,Dublin Airport
EGNM,80242,415,LBA,53.86589813232422,-1.6605700254440308,Leeds Bradford Airport
ESSA,76976,521,ARN,59.651901245116996,17.918600082397,Stockholm-Arlanda Airport
