airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LIRP,115442,833,PSA,43.683899,10.3927,Pisa International Airport
EDLV,96502,636,NRN,51.6024017334,6.14216995239,Weeze Airport
EHEH,86093,575,EIN,51.4500999451,5.374529838559999,Eindhoven Airport
EHAM,83358,511,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
EGGD,80050,536,BRS,51.382702,-2.71909,Bristol Airport
EGSS,77392,534,STN,51.8849983215,0.23499999940400002,London Stansted Airport
EBCI,76056,479,CRL,50.459202000000005,4.4538199999999994,Brussels South Charleroi Airport
EDFH,75216,531,HHN,49.9487,7.263889999999999,Frankfurt-Hahn Airport
EGGW,70386,517,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
LIEE,70013,498,CAG,39.251499,9.05428,Cagliari Elmas Airport
LIEA,68050,567,AHO,40.632099,8.29077,Alghero-Fertilia Airport
LFOB,65612,449,BVA,49.45439910888672,2.1127800941467285,Paris Beauvais Tillé Airport
GMMX,60714,375,RAK,31.6068992615,-8.036299705510002,Menara Airport
EGCC,57499,357,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EDDK,48540,335,CGN,50.865898132299996,7.1427397728,Cologne Bonn Airport
EGHH,48430,362,BOH,50.77999877929688,-1.8424999713897705,Bournemouth Airport
EDSB,44115,281,FKB,48.7793998718,8.08049964905,Karlsruhe Baden-Baden Airport
EDDW,43613,270,BRE,53.0475006104,8.78666973114,Bremen Airport
LEPA,39548,305,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
EDJA,38656,245,FMM,47.9888000488,10.2395000458,Memmingen Allgau Airport
EIDW,37985,251,DUB,53.421299,-6.27007,Dublin Airport
GMME,33254,234,RBA,34.051497999999995,-6.751519999999999,Rabat-Salé Airport
LIBP,33246,228,PSR,42.431702,14.1811,Pescara International Airport
EPWR,32671,208,WRO,51.10269927979999,16.885799408,Copernicus Wrocław Airport
UKKK,31957,223,IEV,50.40194,30.451940000000004,Kiev Zhuliany International Airport
EHBK,31356,238,MST,50.911701,5.7701400000000005,Maastricht Aachen Airport
EKBI,30835,206,BLL,55.7402992249,9.15178012848,Billund Airport
LEIB,30274,242,IBZ,38.8728981018,1.3731199502899998,Ibiza Airport
LZIB,29304,175,BTS,48.17020034790039,17.212699890136722,M. R. Štefánik Airport
EGNT,29087,188,NCL,55.037498474121094,-1.6916699409484863,Newcastle Airport
EHRD,28284,212,RTM,51.956902,4.43722,Rotterdam The Hague Airport
LICT,27860,187,TPS,37.9114,12.488,Vincenzo Florio Airport Trapani-Birgi
EGNM,26900,186,LBA,53.86589813232422,-1.6605700254440308,Leeds Bradford Airport
EPPO,26046,171,POZ,52.4210014343,16.8262996674,Poznań-Ławica Airport
EETN,25002,142,TLL,59.41329956049999,24.8327999115,Lennart Meri Tallinn Airport
LIME,23118,171,BGY,45.673901,9.70417,Il Caravaggio International Airport
LMML,21716,147,MLA,35.857498,14.4775,Malta International Airport
EPKK,20828,120,KRK,50.077702,19.7848,Kraków John Paul II International Airport
LGTS,20817,126,SKG,40.51969909667969,22.97089958190918,Thessaloniki Macedonia International Airport
