airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
EGKK,772292,4945,LGW,51.148102,-0.190278,London Gatwick Airport
EGCC,598654,3361,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EGNX,398782,2368,EMA,52.8311004639,-1.32806003094,East Midlands Airport
LEBL,325487,2505,BCN,41.2971,2.0784599999999998,Barcelona International Airport
EGBB,304850,1891,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
EBBR,298025,1968,BRU,50.9014015198,4.48443984985,Brussels Airport
EGGD,272015,1751,BRS,51.382702,-2.71909,Bristol Airport
EHAM,262878,1661,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
LEMD,253876,3249,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
ENGM,252332,1611,OSL,60.193901062011996,11.100399971008,Oslo Gardermoen Airport
EGNT,234453,1475,NCL,55.037498474121094,-1.6916699409484863,Newcastle Airport
LEPA,233309,2190,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
EGNM,216882,1256,LBA,53.86589813232422,-1.6605700254440308,Leeds Bradford Airport
EGSS,201816,1210,STN,51.8849983215,0.23499999940400002,London Stansted Airport
EGGP,200737,1267,LPL,53.33359909057617,-2.849720001220703,Liverpool John Lennon Airport
EGGW,199450,1302,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
EGPF,197157,1216,GLA,55.8718986511,-4.43306016922,Glasgow International Airport
EHEH,180608,1202,EIN,51.4500999451,5.374529838559999,Eindhoven Airport
EIDW,169159,1094,DUB,53.421299,-6.27007,Dublin Airport
LFPO,160904,1094,ORY,48.7233333,2.3794444,Paris-Orly Airport
UUDD,146018,1062,DME,55.40879821777344,37.90629959106445,Domodedovo International Airport
EGPH,143758,921,EDI,55.95000076293945,-3.372499942779541,Edinburgh Airport
EBCI,138419,918,CRL,50.459202000000005,4.4538199999999994,Brussels South Charleroi Airport
ESSA,136993,852,ARN,59.651901245116996,17.918600082397,Stockholm-Arlanda Airport
EKCH,136942,883,CPH,55.617900848389,12.656000137328999,Copenhagen Kastrup Airport
EDDL,122800,688,DUS,51.289501,6.766780000000001,Düsseldorf Airport
EGMC,121386,834,SEN,51.5713996887207,0.6955559849739075,Southend Airport
EGAA,113692,796,BFS,54.6575012207,-6.21582984924,Belfast International Airport
LEBB,105286,1080,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
ENRY,104398,706,RYG,59.378817000000005,10.785439,"Moss Airport, Rygge"
EHRD,103898,698,RTM,51.956902,4.43722,Rotterdam The Hague Airport
EDLV,102194,615,NRN,51.6024017334,6.14216995239,Weeze Airport
DAOO,99466,914,ORN,35.6239013672,-0.6211829781529999,Es Senia Airport
LSGG,97832,685,GVA,46.23809814453125,6.108950138092041,Geneva Cointrin International Airport
ESKN,85989,530,NYO,58.78860092163086,16.912200927734375,Stockholm Skavsta Airport
LEST,82255,488,SCQ,42.89630126953125,-8.415140151977539,Santiago de Compostela Airport
EDDH,79449,563,HAM,53.630401611328004,9.988229751586902,Hamburg Airport
EDDM,78170,543,MUC,48.353802,11.7861,Munich Airport
EGPK,75083,434,PIK,55.5093994140625,-4.586669921875,Glasgow Prestwick Airport
