airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEBL,514222,5964,BCN,41.2971,2.0784599999999998,Barcelona International Airport
EGKK,303188,1648,LGW,51.148102,-0.190278,London Gatwick Airport
EGCC,265994,1188,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
LEPA,248443,6193,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
LEMD,176526,1784,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
EGBB,101455,483,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
EGGW,82055,472,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
EGNX,72279,338,EMA,52.8311004639,-1.32806003094,East Midlands Airport
EGSS,71206,367,STN,51.8849983215,0.23499999940400002,London Stansted Airport
EGPF,65351,340,GLA,55.8718986511,-4.43306016922,Glasgow International Airport
EGNT,63274,308,NCL,55.037498474121094,-1.6916699409484863,Newcastle Airport
EGGD,49799,250,BRS,51.382702,-2.71909,Bristol Airport
LIMC,44808,323,MXP,45.6306,8.728110000000001,Malpensa International Airport
