airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,1596703,11649,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
GCXO,718414,13615,TFN,28.4827003479,-16.341499328599998,Tenerife Norte Airport
GCRR,590662,11485,ACE,28.945498999999998,-13.6052,Lanzarote Airport
GCFV,587641,12319,FUE,28.452699661254886,-13.863800048828125,Fuerteventura Airport
LEBL,340487,2816,BCN,41.2971,2.0784599999999998,Barcelona International Airport
EGKK,298946,1524,LGW,51.148102,-0.190278,London Gatwick Airport
EHAM,265587,1752,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
ENGM,256690,1502,OSL,60.193901062011996,11.100399971008,Oslo Gardermoen Airport
EGCC,243331,1189,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EDDL,216975,1100,DUS,51.289501,6.766780000000001,Düsseldorf Airport
EDDF,195933,1044,FRA,50.033333,8.570556,Frankfurt am Main Airport
EFHK,172642,790,HEL,60.317199707031,24.963300704956,Helsinki Vantaa Airport
ESSA,169590,730,ARN,59.651901245116996,17.918600082397,Stockholm-Arlanda Airport
LEZL,168648,1278,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
EIDW,157333,932,DUB,53.421299,-6.27007,Dublin Airport
EDDH,141944,794,HAM,53.630401611328004,9.988229751586902,Hamburg Airport
EKCH,139391,745,CPH,55.617900848389,12.656000137328999,Copenhagen Kastrup Airport
EDDM,132176,812,MUC,48.353802,11.7861,Munich Airport
GCLA,129336,2673,SPC,28.626499,-17.7556,La Palma Airport
EDDS,118960,693,STR,48.6898994446,9.22196006775,Stuttgart Airport
EGPF,113232,553,GLA,55.8718986511,-4.43306016922,Glasgow International Airport
EDDV,106067,660,HAJ,52.461101532,9.68507957458,Hannover Airport
EBBR,102653,705,BRU,50.9014015198,4.48443984985,Brussels Airport
EKBI,93017,535,BLL,55.7402992249,9.15178012848,Billund Airport
EDDN,92921,543,NUE,49.498699,11.078056,Nuremberg Airport
LEBB,92402,650,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
ESGG,89621,438,GOT,57.662799835205,12.279800415039,Gothenburg-Landvetter Airport
LSZH,89539,632,ZRH,47.464698999999996,8.54917,Zürich Airport
EDDK,88388,532,CGN,50.865898132299996,7.1427397728,Cologne Bonn Airport
GCTS,81761,2405,TFS,28.044500351,-16.5725002289,Tenerife South Airport
EGBB,75068,348,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
