airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LIME,103637,722,BGY,45.673901,9.70417,Il Caravaggio International Airport
EGSS,74021,518,STN,51.8849983215,0.23499999940400002,London Stansted Airport
LEPA,57476,386,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
LEAL,54961,593,ALC,38.28219985961914,-0.5581560134887695,Alicante International Airport
EBCI,50993,337,CRL,50.459202000000005,4.4538199999999994,Brussels South Charleroi Airport
LIRA,43109,305,CIA,41.7994,12.5949,Ciampino–G. B. Pastine International Airport
GCTS,38283,235,TFS,28.044500351,-16.5725002289,Tenerife South Airport
LEMD,33078,1205,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
GCRR,22331,148,ACE,28.945498999999998,-13.6052,Lanzarote Airport
LFPG,20794,602,CDG,49.012798,2.55,Charles de Gaulle International Airport
