airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEBL,978698,6218,BCN,41.2971,2.0784599999999998,Barcelona International Airport
LEMD,373428,3011,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
LEPA,307971,1909,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
LEBB,261254,1945,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
LFPO,240845,1434,ORY,48.7233333,2.3794444,Paris-Orly Airport
GCLP,216068,1399,LPA,27.931900024414066,-15.38659954071045,Gran Canaria Airport
LEVC,211185,2189,VLC,39.4893,-0.481625,Valencia Airport
GCXO,210028,1349,TFN,28.4827003479,-16.341499328599998,Tenerife Norte Airport
EGKK,202820,1374,LGW,51.148102,-0.190278,London Gatwick Airport
LFPG,169604,1147,CDG,49.012798,2.55,Charles de Gaulle International Airport
EGSS,142408,815,STN,51.8849983215,0.23499999940400002,London Stansted Airport
EHAM,140301,869,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
LIRF,132055,788,FCO,41.800277799999996,12.238888900000001,Leonardo da Vinci–Fiumicino Airport
LIME,128413,727,BGY,45.673901,9.70417,Il Caravaggio International Airport
EBCI,127154,721,CRL,50.459202000000005,4.4538199999999994,Brussels South Charleroi Airport
LPPT,126979,2079,LIS,38.7813,-9.13592,Humberto Delgado Airport (Lisbon Portela Airport)
EDDF,123847,755,FRA,50.033333,8.570556,Frankfurt am Main Airport
EHEH,85990,549,EIN,51.4500999451,5.374529838559999,Eindhoven Airport
LEIB,84417,570,IBZ,38.8728981018,1.3731199502899998,Ibiza Airport
GCRR,78012,509,ACE,28.945498999999998,-13.6052,Lanzarote Airport
LEST,75495,433,SCQ,42.89630126953125,-8.415140151977539,Santiago de Compostela Airport
LECO,75351,484,LCG,43.302101,-8.37726,A Coruña Airport
