airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,1438377,9188,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
GCXO,699423,15026,TFN,28.4827003479,-16.341499328599998,Tenerife Norte Airport
GCFV,597202,12088,FUE,28.452699661254886,-13.863800048828125,Fuerteventura Airport
GCRR,587864,12046,ACE,28.945498999999998,-13.6052,Lanzarote Airport
LEBL,415871,2913,BCN,41.2971,2.0784599999999998,Barcelona International Airport
ENGM,305841,1665,OSL,60.193901062011996,11.100399971008,Oslo Gardermoen Airport
EHAM,269471,1894,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
EDDL,242637,1227,DUS,51.289501,6.766780000000001,Düsseldorf Airport
ESSA,233516,1010,ARN,59.651901245116996,17.918600082397,Stockholm-Arlanda Airport
EFHK,213330,978,HEL,60.317199707031,24.963300704956,Helsinki Vantaa Airport
EGKK,201927,1100,LGW,51.148102,-0.190278,London Gatwick Airport
LEZL,187168,1449,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
EDDF,180419,886,FRA,50.033333,8.570556,Frankfurt am Main Airport
EGCC,172895,852,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EKCH,165821,1013,CPH,55.617900848389,12.656000137328999,Copenhagen Kastrup Airport
EDDH,154605,813,HAM,53.630401611328004,9.988229751586902,Hamburg Airport
EIDW,131383,849,DUB,53.421299,-6.27007,Dublin Airport
ESGG,121218,575,GOT,57.662799835205,12.279800415039,Gothenburg-Landvetter Airport
EDDV,119808,758,HAJ,52.461101532,9.68507957458,Hannover Airport
EDDM,117761,658,MUC,48.353802,11.7861,Munich Airport
EDDS,117429,699,STR,48.6898994446,9.22196006775,Stuttgart Airport
GCLA,113979,2537,SPC,28.626499,-17.7556,La Palma Airport
EDDK,107455,712,CGN,50.865898132299996,7.1427397728,Cologne Bonn Airport
EGBB,106526,605,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
LEMG,101909,750,AGP,36.67490005493164,-4.499110221862793,Málaga Airport
LSZH,101664,749,ZRH,47.464698999999996,8.54917,Zürich Airport
EKBI,100506,618,BLL,55.7402992249,9.15178012848,Billund Airport
LEBB,87426,584,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
EBBR,86496,609,BRU,50.9014015198,4.48443984985,Brussels Airport
EDDT,85695,516,TXL,52.5597,13.2877,Berlin-Tegel Airport
LEST,80519,589,SCQ,42.89630126953125,-8.415140151977539,Santiago de Compostela Airport
EDDN,78242,429,NUE,49.498699,11.078056,Nuremberg Airport
LFSB,77413,500,BSL,47.59,7.5291667,EuroAirport Basel-Mulhouse-Freiburg Airport
