airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,2342016,15337,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
LEPA,1944728,13970,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
EGKK,1460379,9504,LGW,51.148102,-0.190278,London Gatwick Airport
EHAM,1363670,8353,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
LFPG,1290548,8427,CDG,49.012798,2.55,Charles de Gaulle International Airport
LIRF,1225834,7808,FCO,41.800277799999996,12.238888900000001,Leonardo da Vinci–Fiumicino Airport
LFPO,1163701,7287,ORY,48.7233333,2.3794444,Paris-Orly Airport
LEIB,1058747,7268,IBZ,38.8728981018,1.3731199502899998,Ibiza Airport
EDDF,937215,5490,FRA,50.033333,8.570556,Frankfurt am Main Airport
EBBR,927099,6034,BRU,50.9014015198,4.48443984985,Brussels Airport
LEZL,908526,5684,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
EDDM,837039,5509,MUC,48.353802,11.7861,Munich Airport
LPPT,836889,5982,LIS,38.7813,-9.13592,Humberto Delgado Airport (Lisbon Portela Airport)
LEBB,759630,5851,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
LIMC,758518,5063,MXP,45.6306,8.728110000000001,Malpensa International Airport
LEMH,753069,5189,MAH,39.86259841918945,4.2186498641967765,Menorca Airport
LEMG,691395,4280,AGP,36.67490005493164,-4.499110221862793,Málaga Airport
EGLL,684823,5193,LHR,51.4706,-0.461941,London Heathrow Airport
LSZH,649677,4160,ZRH,47.464698999999996,8.54917,Zürich Airport
LSGG,637868,4598,GVA,46.23809814453125,6.108950138092041,Geneva Cointrin International Airport
EIDW,572432,3655,DUB,53.421299,-6.27007,Dublin Airport
OMDB,551011,1462,DXB,25.252799987800003,55.3643989563,Dubai International Airport
GCXO,517991,2984,TFN,28.4827003479,-16.341499328599998,Tenerife Norte Airport
EGGW,507089,3605,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
EDDL,495969,3536,DUS,51.289501,6.766780000000001,Düsseldorf Airport
EKCH,491375,2972,CPH,55.617900848389,12.656000137328999,Copenhagen Kastrup Airport
EGSS,465648,2748,STN,51.8849983215,0.23499999940400002,London Stansted Airport
EDDB,464782,2871,SXF,52.380001,13.5225,Berlin-Schönefeld Airport
