airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,893289,7755,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
LEBL,284327,2894,BCN,41.2971,2.0784599999999998,Barcelona International Airport
LFPG,96208,2249,CDG,49.012798,2.55,Charles de Gaulle International Airport
GCTS,39512,252,TFS,28.044500351,-16.5725002289,Tenerife South Airport
LEBB,29232,1042,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
LEVC,24563,727,VLC,39.4893,-0.481625,Valencia Airport
