airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
EGSS,127872,797,STN,51.8849983215,0.23499999940400002,London Stansted Airport
EGCC,119614,743,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EGKK,117393,826,LGW,51.148102,-0.190278,London Gatwick Airport
EGNX,91600,602,EMA,52.8311004639,-1.32806003094,East Midlands Airport
EIDW,82843,522,DUB,53.421299,-6.27007,Dublin Airport
EGNM,81729,570,LBA,53.86589813232422,-1.6605700254440308,Leeds Bradford Airport
EGGW,78903,496,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
EGGD,64836,462,BRS,51.382702,-2.71909,Bristol Airport
EGHH,47668,324,BOH,50.77999877929688,-1.8424999713897705,Bournemouth Airport
EGNT,45833,319,NCL,55.037498474121094,-1.6916699409484863,Newcastle Airport
EGGP,39845,259,LPL,53.33359909057617,-2.849720001220703,Liverpool John Lennon Airport
EGBB,39490,249,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
LEMD,37233,1037,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
EBCI,32132,205,CRL,50.459202000000005,4.4538199999999994,Brussels South Charleroi Airport
EGPK,30228,189,PIK,55.5093994140625,-4.586669921875,Glasgow Prestwick Airport
EGAA,22482,160,BFS,54.6575012207,-6.21582984924,Belfast International Airport
EGPH,22048,163,EDI,55.95000076293945,-3.372499942779541,Edinburgh Airport
