airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
GCXO,136146,2507,TFN,28.4827003479,-16.341499328599998,Tenerife Norte Airport
GCLP,27058,1080,LPA,27.931900024414066,-15.38659954071045,Gran Canaria Airport
