airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,1388136,9720,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
GCXO,650998,14781,TFN,28.4827003479,-16.341499328599998,Tenerife Norte Airport
GCFV,582946,12559,FUE,28.452699661254886,-13.863800048828125,Fuerteventura Airport
GCRR,543532,7717,ACE,28.945498999999998,-13.6052,Lanzarote Airport
EGKK,314124,1634,LGW,51.148102,-0.190278,London Gatwick Airport
EHAM,300876,1800,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
LEBL,295285,2500,BCN,41.2971,2.0784599999999998,Barcelona International Airport
EGCC,293953,1370,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
ENGM,243921,1353,OSL,60.193901062011996,11.100399971008,Oslo Gardermoen Airport
EDDL,214161,1053,DUS,51.289501,6.766780000000001,Düsseldorf Airport
EDDF,203739,1056,FRA,50.033333,8.570556,Frankfurt am Main Airport
EFHK,180474,853,HEL,60.317199707031,24.963300704956,Helsinki Vantaa Airport
ESSA,179437,806,ARN,59.651901245116996,17.918600082397,Stockholm-Arlanda Airport
EIDW,175331,960,DUB,53.421299,-6.27007,Dublin Airport
EDDM,149708,839,MUC,48.353802,11.7861,Munich Airport
LEZL,146897,1239,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
EKCH,140945,874,CPH,55.617900848389,12.656000137328999,Copenhagen Kastrup Airport
EDDH,140199,731,HAM,53.630401611328004,9.988229751586902,Hamburg Airport
EDDS,132270,721,STR,48.6898994446,9.22196006775,Stuttgart Airport
EGBB,116515,548,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
EDDV,112529,595,HAJ,52.461101532,9.68507957458,Hannover Airport
EGPF,110678,589,GLA,55.8718986511,-4.43306016922,Glasgow International Airport
GCLA,110212,2435,SPC,28.626499,-17.7556,La Palma Airport
EBBR,99968,608,BRU,50.9014015198,4.48443984985,Brussels Airport
EKBI,96681,587,BLL,55.7402992249,9.15178012848,Billund Airport
EDDK,91491,563,CGN,50.865898132299996,7.1427397728,Cologne Bonn Airport
GCTS,87923,3135,TFS,28.044500351,-16.5725002289,Tenerife South Airport
ESGG,83651,387,GOT,57.662799835205,12.279800415039,Gothenburg-Landvetter Airport
EGNX,82566,375,EMA,52.8311004639,-1.32806003094,East Midlands Airport
LEBB,75945,556,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
