airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,669730,4371,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
LEBL,427949,2740,BCN,41.2971,2.0784599999999998,Barcelona International Airport
LEPA,158166,1169,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
LEAL,122532,727,ALC,38.28219985961914,-0.5581560134887695,Alicante International Airport
LEMG,115801,685,AGP,36.67490005493164,-4.499110221862793,Málaga Airport
LSGG,98573,633,GVA,46.23809814453125,6.108950138092041,Geneva Cointrin International Airport
LEVC,94201,547,VLC,39.4893,-0.481625,Valencia Airport
GCLP,92596,576,LPA,27.931900024414066,-15.38659954071045,Gran Canaria Airport
GCTS,79650,455,TFS,28.044500351,-16.5725002289,Tenerife South Airport
EGSS,77023,456,STN,51.8849983215,0.23499999940400002,London Stansted Airport
LEZL,75495,433,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
GCRR,75396,454,ACE,28.945498999999998,-13.6052,Lanzarote Airport
GCXO,59807,511,TFN,28.4827003479,-16.341499328599998,Tenerife Norte Airport
LFPG,53381,368,CDG,49.012798,2.55,Charles de Gaulle International Airport
LIME,45843,272,BGY,45.673901,9.70417,Il Caravaggio International Airport
LFSB,44504,302,BSL,47.59,7.5291667,EuroAirport Basel-Mulhouse-Freiburg Airport
EIDW,44024,334,DUB,53.421299,-6.27007,Dublin Airport
EDFH,42359,270,HHN,49.9487,7.263889999999999,Frankfurt-Hahn Airport
EDDF,41047,357,FRA,50.033333,8.570556,Frankfurt am Main Airport
LEBB,41046,1216,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
