airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
EGCC,125603,826,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EDLV,122454,907,NRN,51.6024017334,6.14216995239,Weeze Airport
LIRP,112435,853,PSA,43.683899,10.3927,Pisa International Airport
EDFH,101889,737,HHN,49.9487,7.263889999999999,Frankfurt-Hahn Airport
EGGD,84206,602,BRS,51.382702,-2.71909,Bristol Airport
EHAM,81139,528,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
LFOB,78915,559,BVA,49.45439910888672,2.1127800941467285,Paris Beauvais Tillé Airport
EGGW,78111,583,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
LIEE,76684,688,CAG,39.251499,9.05428,Cagliari Elmas Airport
EHEH,75927,549,EIN,51.4500999451,5.374529838559999,Eindhoven Airport
EGSS,74422,515,STN,51.8849983215,0.23499999940400002,London Stansted Airport
LIEA,74011,720,AHO,40.632099,8.29077,Alghero-Fertilia Airport
EBCI,73058,475,CRL,50.459202000000005,4.4538199999999994,Brussels South Charleroi Airport
EDDK,65148,522,CGN,50.865898132299996,7.1427397728,Cologne Bonn Airport
GMMX,61622,383,RAK,31.6068992615,-8.036299705510002,Menara Airport
EDSB,61114,415,FKB,48.7793998718,8.08049964905,Karlsruhe Baden-Baden Airport
EDDW,51896,350,BRE,53.0475006104,8.78666973114,Bremen Airport
EIDW,48386,321,DUB,53.421299,-6.27007,Dublin Airport
EDJA,45088,317,FMM,47.9888000488,10.2395000458,Memmingen Allgau Airport
EGHH,44575,329,BOH,50.77999877929688,-1.8424999713897705,Bournemouth Airport
LIPH,44318,360,TSF,45.648399,12.1944,Treviso-Sant'Angelo Airport
EHBK,42618,316,MST,50.911701,5.7701400000000005,Maastricht Aachen Airport
UKKK,40614,286,IEV,50.40194,30.451940000000004,Kiev Zhuliany International Airport
