airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEBL,2328795,15244,BCN,41.2971,2.0784599999999998,Barcelona International Airport
LEPA,1687568,11546,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
GCLP,1508972,9081,LPA,27.931900024414066,-15.38659954071045,Gran Canaria Airport
EGLL,1317511,9192,LHR,51.4706,-0.461941,London Heathrow Airport
GCXO,1305112,7831,TFN,28.4827003479,-16.341499328599998,Tenerife Norte Airport
LPPT,1294306,11616,LIS,38.7813,-9.13592,Humberto Delgado Airport (Lisbon Portela Airport)
LFPO,1203937,8186,ORY,48.7233333,2.3794444,Paris-Orly Airport
LIRF,1107080,7186,FCO,41.800277799999996,12.238888900000001,Leonardo da Vinci–Fiumicino Airport
LFPG,1045069,7165,CDG,49.012798,2.55,Charles de Gaulle International Airport
EDDF,1039777,7132,FRA,50.033333,8.570556,Frankfurt am Main Airport
EGKK,1000636,6994,LGW,51.148102,-0.190278,London Gatwick Airport
EHAM,1000479,6480,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
EDDM,814034,5892,MUC,48.353802,11.7861,Munich Airport
SAEZ,775975,2788,EZE,-34.8222,-58.5358,Ministro Pistarini International Airport
EBBR,763081,6018,BRU,50.9014015198,4.48443984985,Brussels Airport
KJFK,747432,3193,JFK,40.63980103,-73.77890015,John F Kennedy International Airport
LEBB,720840,6728,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
LEIB,695197,5477,IBZ,38.8728981018,1.3731199502899998,Ibiza Airport
SBGR,669802,2535,GRU,-23.435556411743164,-46.47305679321289,Guarulhos - Governador André Franco Montoro International Airport
SKBO,649308,2607,BOG,4.70159,-74.1469,El Dorado International Airport
MMMX,621605,2383,MEX,19.4363,-99.072098,Licenciado Benito Juarez International Airport
KMIA,619516,2682,MIA,25.79319953918457,-80.29060363769531,Miami International Airport
LIMC,602112,4090,MXP,45.6306,8.728110000000001,Malpensa International Airport
LECO,585690,5554,LCG,43.302101,-8.37726,A Coruña Airport
LEST,582864,4200,SCQ,42.89630126953125,-8.415140151977539,Santiago de Compostela Airport
LSZH,579893,5039,ZRH,47.464698999999996,8.54917,Zürich Airport
MUHA,552999,1900,HAV,22.989200592041016,-82.40910339355469,José Martí International Airport
LEVX,545042,5251,VGO,42.2318000793457,-8.62677001953125,Vigo Airport
EIDW,540366,3492,DUB,53.421299,-6.27007,Dublin Airport
LSGG,540186,3930,GVA,46.23809814453125,6.108950138092041,Geneva Cointrin International Airport
LPPR,533456,6508,OPO,41.248100280799996,-8.68138980865,Francisco de Sá Carneiro Airport
EGSS,500156,2924,STN,51.8849983215,0.23499999940400002,London Stansted Airport
OMDB,487354,1466,DXB,25.252799987800003,55.3643989563,Dubai International Airport
LEAS,452410,3526,OVD,43.5635986328125,-6.0346198081970215,Asturias Airport
SCEL,443386,1768,SCL,-33.393001556396484,-70.78579711914062,Comodoro Arturo Merino Benítez International Airport
GCRR,441383,2783,ACE,28.945498999999998,-13.6052,Lanzarote Airport
LROP,400309,2519,OTP,44.5711111,26.085,Henri Coandă International Airport
LLBG,373754,2793,TLV,32.011398315429695,34.88669967651367,Ben Gurion International Airport
MDSD,369754,1538,SDQ,18.42970085144,-69.668899536133,Las Américas International Airport
LIRA,368932,2122,CIA,41.7994,12.5949,Ciampino–G. B. Pastine International Airport
EKCH,346615,2258,CPH,55.617900848389,12.656000137328999,Copenhagen Kastrup Airport
EDDT,326784,2197,TXL,52.5597,13.2877,Berlin-Tegel Airport
EDDL,325312,2216,DUS,51.289501,6.766780000000001,Düsseldorf Airport
LEMG,318753,4147,AGP,36.67490005493164,-4.499110221862793,Málaga Airport
LIPZ,313204,2168,VCE,45.505299,12.3519,Venice Marco Polo Airport
LEVC,311230,5043,VLC,39.4893,-0.481625,Valencia Airport
GCFV,296666,1867,FUE,28.452699661254886,-13.863800048828125,Fuerteventura Airport
LTBA,289706,2216,ISL,40.976898,28.8146,Atatürk International Airport
LIPE,285316,2701,BLQ,44.5354,11.2887,Bologna Guglielmo Marconi Airport
MMUN,285219,769,CUN,21.036500930800003,-86.8770980835,Cancún International Airport
LEZL,284435,2258,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
LOWW,284111,2165,VIE,48.110298156738004,16.569700241089002,Vienna International Airport
