airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,4143970,41620,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
LEPA,1565884,15306,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
EHAM,1122706,8938,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
EGLL,711774,5878,LHR,51.4706,-0.461941,London Heathrow Airport
LEZL,668217,5385,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
LFPG,653077,6848,CDG,49.012798,2.55,Charles de Gaulle International Airport
LEMG,648951,5965,AGP,36.67490005493164,-4.499110221862793,Málaga Airport
EBBR,634583,6223,BRU,50.9014015198,4.48443984985,Brussels Airport
LEIB,583412,5976,IBZ,38.8728981018,1.3731199502899998,Ibiza Airport
EDDF,543572,5304,FRA,50.033333,8.570556,Frankfurt am Main Airport
EGKK,524452,4731,LGW,51.148102,-0.190278,London Gatwick Airport
LEMH,514148,5957,MAH,39.86259841918945,4.2186498641967765,Menorca Airport
LFPO,446518,5051,ORY,48.7233333,2.3794444,Paris-Orly Airport
LEBB,440301,5317,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
LIRF,434766,4339,FCO,41.800277799999996,12.238888900000001,Leonardo da Vinci–Fiumicino Airport
LIMC,362633,4242,MXP,45.6306,8.728110000000001,Malpensa International Airport
EDDM,345326,4529,MUC,48.353802,11.7861,Munich Airport
LEAL,330841,3478,ALC,38.28219985961914,-0.5581560134887695,Alicante International Airport
LSGG,326258,4608,GVA,46.23809814453125,6.108950138092041,Geneva Cointrin International Airport
EGGW,307036,2606,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
GCXO,289428,2345,TFN,28.4827003479,-16.341499328599998,Tenerife Norte Airport
LPPT,277459,4481,LIS,38.7813,-9.13592,Humberto Delgado Airport (Lisbon Portela Airport)
LSZH,276443,3816,ZRH,47.464698999999996,8.54917,Zürich Airport
EDDL,233752,3255,DUS,51.289501,6.766780000000001,Düsseldorf Airport
LEST,213090,2168,SCQ,42.89630126953125,-8.415140151977539,Santiago de Compostela Airport
EKCH,199811,2302,CPH,55.617900848389,12.656000137328999,Copenhagen Kastrup Airport
GCLP,194686,1668,LPA,27.931900024414066,-15.38659954071045,Gran Canaria Airport
EGGP,175601,1444,LPL,53.33359909057617,-2.849720001220703,Liverpool John Lennon Airport
LEVC,174452,2598,VLC,39.4893,-0.481625,Valencia Airport
LEGR,171575,2019,GRX,37.18870162963867,-3.777359962463379,Federico Garcia Lorca Airport
EGSS,171022,1517,STN,51.8849983215,0.23499999940400002,London Stansted Airport
EIDW,168592,1469,DUB,53.421299,-6.27007,Dublin Airport
LLBG,166647,1466,TLV,32.011398315429695,34.88669967651367,Ben Gurion International Airport
GCTS,164445,1209,TFS,28.044500351,-16.5725002289,Tenerife South Airport
EGNX,156417,1494,EMA,52.8311004639,-1.32806003094,East Midlands Airport
LEAS,156028,2411,OVD,43.5635986328125,-6.0346198081970215,Asturias Airport
LIML,150849,1999,LIN,45.445099,9.27674,Milano Linate Airport
LIPZ,132672,1704,VCE,45.505299,12.3519,Venice Marco Polo Airport
LEVX,131761,1428,VGO,42.2318000793457,-8.62677001953125,Vigo Airport
EGBB,120843,1121,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
EDDS,119411,2875,STR,48.6898994446,9.22196006775,Stuttgart Airport
LOWW,115101,1398,VIE,48.110298156738004,16.569700241089002,Vienna International Airport
EGCC,112755,1094,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
ESSA,106118,1006,ARN,59.651901245116996,17.918600082397,Stockholm-Arlanda Airport
LECO,103480,1426,LCG,43.302101,-8.37726,A Coruña Airport
UUDD,97315,517,DME,55.40879821777344,37.90629959106445,Domodedovo International Airport
EGGD,95137,788,BRS,51.382702,-2.71909,Bristol Airport
GCRR,94470,684,ACE,28.945498999999998,-13.6052,Lanzarote Airport
UUEE,88504,654,SVO,55.972599,37.4146,Sheremetyevo International Airport
EFHK,85066,733,HEL,60.317199707031,24.963300704956,Helsinki Vantaa Airport
EDDK,79268,731,CGN,50.865898132299996,7.1427397728,Cologne Bonn Airport
EGNT,76734,611,NCL,55.037498474121094,-1.6916699409484863,Newcastle Airport
LESO,76632,2226,EAS,43.35649871826172,-1.7906099557876587,San Sebastian Airport
LKPR,76607,739,PRG,50.1008,14.26,Václav Havel Airport Prague
LEAM,76291,2151,LEI,36.84389877319336,-2.3701000213623047,Almería International Airport
