airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEBL,619435,4906,BCN,41.2971,2.0784599999999998,Barcelona International Airport
EGKK,245947,1445,LGW,51.148102,-0.190278,London Gatwick Airport
LEPA,233358,6551,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
LEMD,229395,2343,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
EGCC,164524,829,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EGGW,83754,537,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
EGBB,81473,427,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
EGNX,81175,476,EMA,52.8311004639,-1.32806003094,East Midlands Airport
LIMC,78087,544,MXP,45.6306,8.728110000000001,Malpensa International Airport
LEBB,65363,509,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
LEVC,61876,876,VLC,39.4893,-0.481625,Valencia Airport
EGGD,56413,313,BRS,51.382702,-2.71909,Bristol Airport
EGNT,40627,260,NCL,55.037498474121094,-1.6916699409484863,Newcastle Airport
