airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,178960,3372,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
LEBL,129876,896,BCN,41.2971,2.0784599999999998,Barcelona International Airport
EGSS,80480,508,STN,51.8849983215,0.23499999940400002,London Stansted Airport
LIRA,66605,388,CIA,41.7994,12.5949,Ciampino–G. B. Pastine International Airport
EBCI,66321,408,CRL,50.459202000000005,4.4538199999999994,Brussels South Charleroi Airport
LEMG,37294,220,AGP,36.67490005493164,-4.499110221862793,Málaga Airport
GCTS,36727,216,TFS,28.044500351,-16.5725002289,Tenerife South Airport
EGPH,36166,214,EDI,55.95000076293945,-3.372499942779541,Edinburgh Airport
EIDW,25554,152,DUB,53.421299,-6.27007,Dublin Airport
LIME,22519,134,BGY,45.673901,9.70417,Il Caravaggio International Airport
EDLV,20048,120,NRN,51.6024017334,6.14216995239,Weeze Airport
