airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEBL,57383,1780,BCN,41.2971,2.0784599999999998,Barcelona International Airport
LFPO,27345,609,ORY,48.7233333,2.3794444,Paris-Orly Airport
GCTS,26112,178,TFS,28.044500351,-16.5725002289,Tenerife South Airport
LEPA,25516,179,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
