airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEPA,485119,5014,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
EDDF,392075,2462,FRA,50.033333,8.570556,Frankfurt am Main Airport
EHAM,375163,2639,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
LEMD,359798,5369,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
EGKK,359600,2384,LGW,51.148102,-0.190278,London Gatwick Airport
LEIB,314945,3014,IBZ,38.8728981018,1.3731199502899998,Ibiza Airport
LFPG,286548,1819,CDG,49.012798,2.55,Charles de Gaulle International Airport
LFPO,275136,1653,ORY,48.7233333,2.3794444,Paris-Orly Airport
LSZH,252776,1689,ZRH,47.464698999999996,8.54917,Zürich Airport
LIME,227919,1314,BGY,45.673901,9.70417,Il Caravaggio International Airport
LEZL,211185,2189,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
EBBR,210793,1283,BRU,50.9014015198,4.48443984985,Brussels Airport
EHEH,210704,1298,EIN,51.4500999451,5.374529838559999,Eindhoven Airport
LIRF,185928,1317,FCO,41.800277799999996,12.238888900000001,Leonardo da Vinci–Fiumicino Airport
LIPE,158295,906,BLQ,44.5354,11.2887,Bologna Guglielmo Marconi Airport
LIRA,139015,784,CIA,41.7994,12.5949,Ciampino–G. B. Pastine International Airport
EGSS,134587,783,STN,51.8849983215,0.23499999940400002,London Stansted Airport
LIMC,128115,750,MXP,45.6306,8.728110000000001,Malpensa International Airport
LROP,127602,848,OTP,44.5711111,26.085,Henri Coandă International Airport
LPPT,123407,1884,LIS,38.7813,-9.13592,Humberto Delgado Airport (Lisbon Portela Airport)
LEBB,111812,1462,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
LTBA,98772,736,ISL,40.976898,28.8146,Atatürk International Airport
LEST,94201,547,SCQ,42.89630126953125,-8.415140151977539,Santiago de Compostela Airport
EDDL,91285,595,DUS,51.289501,6.766780000000001,Düsseldorf Airport
LIRP,86025,511,PSA,43.683899,10.3927,Pisa International Airport
LEBL,81867,1026,BCN,41.2971,2.0784599999999998,Barcelona International Airport
EDDM,80285,606,MUC,48.353802,11.7861,Munich Airport
UUEE,76455,665,SVO,55.972599,37.4146,Sheremetyevo International Airport
