airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,765716,7238,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
LEBL,287851,3119,BCN,41.2971,2.0784599999999998,Barcelona International Airport
LEPA,109811,834,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
EGSS,70341,572,STN,51.8849983215,0.23499999940400002,London Stansted Airport
GCTS,59558,374,TFS,28.044500351,-16.5725002289,Tenerife South Airport
GCRR,43501,274,ACE,28.945498999999998,-13.6052,Lanzarote Airport
LEVC,24228,717,VLC,39.4893,-0.481625,Valencia Airport
LEZL,24170,711,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
LEAL,22621,424,ALC,38.28219985961914,-0.5581560134887695,Alicante International Airport
GCFV,21475,129,FUE,28.452699661254886,-13.863800048828125,Fuerteventura Airport
