airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,922786,9222,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
LEBL,594903,6081,BCN,41.2971,2.0784599999999998,Barcelona International Airport
LEPA,271973,2000,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
LFPG,240066,3363,CDG,49.012798,2.55,Charles de Gaulle International Airport
LEMG,235838,4101,AGP,36.67490005493164,-4.499110221862793,Málaga Airport
GCTS,210846,1252,TFS,28.044500351,-16.5725002289,Tenerife South Airport
GCRR,177274,885,ACE,28.945498999999998,-13.6052,Lanzarote Airport
EGSS,174336,1461,STN,51.8849983215,0.23499999940400002,London Stansted Airport
LEVC,168124,3717,VLC,39.4893,-0.481625,Valencia Airport
EDDF,164508,2159,FRA,50.033333,8.570556,Frankfurt am Main Airport
GCLP,103865,554,LPA,27.931900024414066,-15.38659954071045,Gran Canaria Airport
EGLL,82514,719,LHR,51.4706,-0.461941,London Heathrow Airport
LEZL,78988,2723,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
GCXO,74766,318,TFN,28.4827003479,-16.341499328599998,Tenerife Norte Airport
LIMC,65338,1721,MXP,45.6306,8.728110000000001,Malpensa International Airport
EBBR,59107,1171,BRU,50.9014015198,4.48443984985,Brussels Airport
EDDK,43093,464,CGN,50.865898132299996,7.1427397728,Cologne Bonn Airport
LEAL,42291,1200,ALC,38.28219985961914,-0.5581560134887695,Alicante International Airport
LEST,41942,1598,SCQ,42.89630126953125,-8.415140151977539,Santiago de Compostela Airport
