airpt,value,airpt_lat,airpt_lon
LEMD,782042,40.471926,-3.56264
LEBL,436608,41.2971,2.0784599999999998
EDDF,166005,50.033333,8.570556
EGSS,163704,51.8849983215,0.23499999940400002
GCTS,147948,28.044500351,-16.5725002289
LFPG,140857,49.012798,2.55
LEPA,124482,39.551700591999996,2.73881006241
EGLL,80247,51.4706,-0.461941
GCRR,75766,28.945498999999998,-13.6052
LIMC,75393,45.6306,8.728110000000001
LEMG,72545,36.67490005493164,-4.499110221862793
EGKK,66326,51.148102,-0.190278
LEZL,63421,37.41799926757813,-5.8931097984313965
LEVC,61792,39.4893,-0.481625
EBBR,40002,50.9014015198,4.48443984985
