airpt_arr,value,airpt_dep,airpt_dep_lat,airpt_dep_lon,airpt_arr_lat,airpt_arr_lon
LEBL,851864,LEIB,38.8728981018,1.3731199502899998,41.2971,2.0784599999999998
LEMD,582912,LEIB,38.8728981018,1.3731199502899998,40.471926,-3.56264
LEPA,350016,LEIB,38.8728981018,1.3731199502899998,39.551700591999996,2.73881006241
EGCC,232036,LEIB,38.8728981018,1.3731199502899998,53.35369873046875,-2.2749500274658203
EGKK,221769,LEIB,38.8728981018,1.3731199502899998,51.148102,-0.190278
LIMC,214047,LEIB,38.8728981018,1.3731199502899998,45.6306,8.728110000000001
EDDL,162399,LEIB,38.8728981018,1.3731199502899998,51.289501,6.766780000000001
LEVC,153885,LEIB,38.8728981018,1.3731199502899998,39.4893,-0.481625
EGSS,121147,LEIB,38.8728981018,1.3731199502899998,51.8849983215,0.23499999940400002
EGBB,102081,LEIB,38.8728981018,1.3731199502899998,52.4538993835,-1.7480299472799998
EGGW,84012,LEIB,38.8728981018,1.3731199502899998,51.87469863891602,-0.36833301186561584
EGNX,82793,LEIB,38.8728981018,1.3731199502899998,52.8311004639,-1.32806003094
EGPF,75645,LEIB,38.8728981018,1.3731199502899998,55.8718986511,-4.43306016922
EDDF,72100,LEIB,38.8728981018,1.3731199502899998,50.033333,8.570556
EGNT,67656,LEIB,38.8728981018,1.3731199502899998,55.037498474121094,-1.6916699409484863
LIPX,60834,LEIB,38.8728981018,1.3731199502899998,45.395699,10.8885
EDDK,58517,LEIB,38.8728981018,1.3731199502899998,50.865898132299996,7.1427397728
LIRF,51939,LEIB,38.8728981018,1.3731199502899998,41.800277799999996,12.238888900000001
EDDS,51212,LEIB,38.8728981018,1.3731199502899998,48.6898994446,9.22196006775
LIPE,49591,LEIB,38.8728981018,1.3731199502899998,44.5354,11.2887
EGFF,44405,LEIB,38.8728981018,1.3731199502899998,51.39670181274414,-3.343329906463623
EGNM,44080,LEIB,38.8728981018,1.3731199502899998,53.86589813232422,-1.6605700254440308
EDDM,43589,LEIB,38.8728981018,1.3731199502899998,48.353802,11.7861
LIME,41388,LEIB,38.8728981018,1.3731199502899998,45.673901,9.70417
EDDH,41017,LEIB,38.8728981018,1.3731199502899998,53.630401611328004,9.988229751586902
