airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEPA,425650,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
EGKK,345400,LGW,51.148102,-0.190278,London Gatwick Airport
LEMD,342064,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
LEIB,296621,IBZ,38.8728981018,1.3731199502899998,Ibiza Airport
EHAM,294591,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
LFPG,288968,CDG,49.012798,2.55,Charles de Gaulle International Airport
LSZH,257137,ZRH,47.464698999999996,8.54917,Zürich Airport
LFPO,237923,ORY,48.7233333,2.3794444,Paris-Orly Airport
LIME,234254,BGY,45.673901,9.70417,Il Caravaggio International Airport
EDDF,231762,FRA,50.033333,8.570556,Frankfurt am Main Airport
EBBR,184428,BRU,50.9014015198,4.48443984985,Brussels Airport
LEZL,182441,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
LIPE,150301,BLQ,44.5354,11.2887,Bologna Guglielmo Marconi Airport
LIRA,140698,CIA,41.7994,12.5949,Ciampino–G. B. Pastine International Airport
EHEH,138086,EIN,51.4500999451,5.374529838559999,Eindhoven Airport
EGSS,130097,STN,51.8849983215,0.23499999940400002,London Stansted Airport
LROP,119981,OTP,44.5711111,26.085,Henri Coandă International Airport
LIRF,110292,FCO,41.800277799999996,12.238888900000001,Leonardo da Vinci–Fiumicino Airport
LEBB,106013,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
LPPT,102055,LIS,38.7813,-9.13592,Humberto Delgado Airport (Lisbon Portela Airport)
LEST,100993,SCQ,42.89630126953125,-8.415140151977539,Santiago de Compostela Airport
EDDL,87206,DUS,51.289501,6.766780000000001,Düsseldorf Airport
LIRP,86981,PSA,43.683899,10.3927,Pisa International Airport
LTBA,84472,ISL,40.976898,28.8146,Atatürk International Airport
UUEE,77579,SVO,55.972599,37.4146,Sheremetyevo International Airport
