airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,157822,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
LEBL,94875,BCN,41.2971,2.0784599999999998,Barcelona International Airport
EGKK,87867,LGW,51.148102,-0.190278,London Gatwick Airport
EGCC,44804,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EBBR,43385,BRU,50.9014015198,4.48443984985,Brussels Airport
EGBB,35823,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
EGSS,29095,STN,51.8849983215,0.23499999940400002,London Stansted Airport
LEZL,23065,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
EGNX,21132,EMA,52.8311004639,-1.32806003094,East Midlands Airport
EBCI,20206,CRL,50.459202000000005,4.4538199999999994,Brussels South Charleroi Airport
