airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,364128,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
LEBL,146096,BCN,41.2971,2.0784599999999998,Barcelona International Airport
EGSS,94297,STN,51.8849983215,0.23499999940400002,London Stansted Airport
LIRA,60660,CIA,41.7994,12.5949,Ciampino–G. B. Pastine International Airport
LEZL,49375,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
LIME,47121,BGY,45.673901,9.70417,Il Caravaggio International Airport
EBCI,45718,CRL,50.459202000000005,4.4538199999999994,Brussels South Charleroi Airport
LEMG,45243,AGP,36.67490005493164,-4.499110221862793,Málaga Airport
LFOB,40112,BVA,49.45439910888672,2.1127800941467285,Paris Beauvais Tillé Airport
LEAL,33637,ALC,38.28219985961914,-0.5581560134887695,Alicante International Airport
GCTS,29308,TFS,28.044500351,-16.5725002289,Tenerife South Airport
GCLP,28875,LPA,27.931900024414066,-15.38659954071045,Gran Canaria Airport
LERS,28357,REU,41.14739990234375,1.1671700477600098,Reus Air Base
EDFH,28246,HHN,49.9487,7.263889999999999,Frankfurt-Hahn Airport
LIRP,24197,PSA,43.683899,10.3927,Pisa International Airport
GCRR,23540,ACE,28.945498999999998,-13.6052,Lanzarote Airport
