airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
EGCC,709804,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EGKK,569847,LGW,51.148102,-0.190278,London Gatwick Airport
LEMD,537143,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
EGPF,291667,GLA,55.8718986511,-4.43306016922,Glasgow International Airport
EGBB,276475,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
EBBR,215401,BRU,50.9014015198,4.48443984985,Brussels Airport
EDDL,190616,DUS,51.289501,6.766780000000001,Düsseldorf Airport
EGNT,189063,NCL,55.037498474121094,-1.6916699409484863,Newcastle Airport
EDDF,187734,FRA,50.033333,8.570556,Frankfurt am Main Airport
LEBB,180634,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
EHAM,179997,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
LEBL,166410,BCN,41.2971,2.0784599999999998,Barcelona International Airport
EGNX,158131,EMA,52.8311004639,-1.32806003094,East Midlands Airport
EGSS,155306,STN,51.8849983215,0.23499999940400002,London Stansted Airport
EDDM,152027,MUC,48.353802,11.7861,Munich Airport
EGGW,144276,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
EGGD,127550,BRS,51.382702,-2.71909,Bristol Airport
EDDH,122950,HAM,53.630401611328004,9.988229751586902,Hamburg Airport
EIDW,122404,DUB,53.421299,-6.27007,Dublin Airport
EDDS,119046,STR,48.6898994446,9.22196006775,Stuttgart Airport
EFHK,106164,HEL,60.317199707031,24.963300704956,Helsinki Vantaa Airport
EDDV,101825,HAJ,52.461101532,9.68507957458,Hannover Airport
LEST,99568,SCQ,42.89630126953125,-8.415140151977539,Santiago de Compostela Airport
EKCH,99268,CPH,55.617900848389,12.656000137328999,Copenhagen Kastrup Airport
EDDN,88771,NUE,49.498699,11.078056,Nuremberg Airport
GCLP,87049,LPA,27.931900024414066,-15.38659954071045,Gran Canaria Airport
ESSA,83230,ARN,59.651901245116996,17.918600082397,Stockholm-Arlanda Airport
LEMG,83214,AGP,36.67490005493164,-4.499110221862793,Málaga Airport
ENGM,82478,OSL,60.193901062011996,11.100399971008,Oslo Gardermoen Airport
EKBI,81910,BLL,55.7402992249,9.15178012848,Billund Airport
UUDD,78419,DME,55.40879821777344,37.90629959106445,Domodedovo International Airport
EGAA,75058,BFS,54.6575012207,-6.21582984924,Belfast International Airport
