airpt,value,airpt_lat,airpt_lon
LEBL,873373,41.2971,2.0784599999999998
LEMD,645207,40.471926,-3.56264
LEPA,368160,39.551700591999996,2.73881006241
EGSS,215280,51.8849983215,0.23499999940400002
EGKK,213351,51.148102,-0.190278
EGCC,206548,53.35369873046875,-2.2749500274658203
LIMC,202298,45.6306,8.728110000000001
LEVC,196272,39.4893,-0.481625
EDDL,125211,51.289501,6.766780000000001
EGBB,114880,52.4538993835,-1.7480299472799998
EHAM,109033,52.308601,4.76389
LIME,108097,45.673901,9.70417
LIRF,94478,41.800277799999996,12.238888900000001
