airpt,value,airpt_lat,airpt_lon
EGSS,127872,51.8849983215,0.23499999940400002
EGCC,119614,53.35369873046875,-2.2749500274658203
EGKK,117393,51.148102,-0.190278
EGNX,91600,52.8311004639,-1.32806003094
EIDW,82843,53.421299,-6.27007
EGNM,81729,53.86589813232422,-1.6605700254440308
EGGW,78903,51.87469863891602,-0.36833301186561584
EGGD,64836,51.382702,-2.71909
EGHH,47668,50.77999877929688,-1.8424999713897705
EGNT,45833,55.037498474121094,-1.6916699409484863
EGGP,39845,53.33359909057617,-2.849720001220703
EGBB,39490,52.4538993835,-1.7480299472799998
LEMD,37233,40.471926,-3.56264
EBCI,32132,50.459202000000005,4.4538199999999994
EGPK,30228,55.5093994140625,-4.586669921875
EGAA,22482,54.6575012207,-6.21582984924
EGPH,22048,55.95000076293945,-3.372499942779541
