airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,537141,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
LEBL,400477,BCN,41.2971,2.0784599999999998,Barcelona International Airport
LEPA,105531,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
GCTS,92201,TFS,28.044500351,-16.5725002289,Tenerife South Airport
LEAL,91070,ALC,38.28219985961914,-0.5581560134887695,Alicante International Airport
GCLP,89814,LPA,27.931900024414066,-15.38659954071045,Gran Canaria Airport
LEMG,82526,AGP,36.67490005493164,-4.499110221862793,Málaga Airport
LEVC,79238,VLC,39.4893,-0.481625,Valencia Airport
LEZL,69914,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
LSGG,69454,GVA,46.23809814453125,6.108950138092041,Geneva Cointrin International Airport
GCRR,67789,ACE,28.945498999999998,-13.6052,Lanzarote Airport
EGSS,63746,STN,51.8849983215,0.23499999940400002,London Stansted Airport
LEBB,41417,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
EDFH,38528,HHN,49.9487,7.263889999999999,Frankfurt-Hahn Airport
LFPG,33529,CDG,49.012798,2.55,Charles de Gaulle International Airport
LIME,29423,BGY,45.673901,9.70417,Il Caravaggio International Airport
LFSB,28697,BSL,47.59,7.5291667,EuroAirport Basel-Mulhouse-Freiburg Airport
EIDW,27805,DUB,53.421299,-6.27007,Dublin Airport
EGKK,23201,LGW,51.148102,-0.190278,London Gatwick Airport
