airpt,value,airpt_lat,airpt_lon
EGSS,414603,51.8849983215,0.23499999940400002
LIME,230821,45.673901,9.70417
EDFH,216107,49.9487,7.263889999999999
EBCI,205853,50.459202000000005,4.4538199999999994
LIRA,203612,41.7994,12.5949
LFOB,198982,49.45439910888672,2.1127800941467285
LIPH,103973,45.648399,12.1944
EDSB,102950,48.7793998718,8.08049964905
EGGP,102868,53.33359909057617,-2.849720001220703
EGPK,101477,55.5093994140625,-4.586669921875
EHEH,98695,51.4500999451,5.374529838559999
LIEA,97257,40.632099,8.29077
EGNX,95465,52.8311004639,-1.32806003094
EGHH,93868,50.77999877929688,-1.8424999713897705
LIMF,90073,45.200802,7.64963
EGCC,86864,53.35369873046875,-2.2749500274658203
EGPF,66831,55.8718986511,-4.43306016922
EHRD,61483,51.956902,4.43722
EGBB,56216,52.4538993835,-1.7480299472799998
EIDW,53210,53.421299,-6.27007
EGKK,46427,51.148102,-0.190278
