airpt,value,airpt_lat,airpt_lon
LEBL,3497696,41.2971,2.0784599999999998
LEPA,1707740,39.551700591999996,2.73881006241
GCLP,1596703,27.931900024414066,-15.38659954071045
GCXO,1333507,28.4827003479,-16.341499328599998
LFPG,1229477,49.012798,2.55
LIRF,1179640,41.800277799999996,12.238888900000001
EGLL,1146531,51.4706,-0.461941
LFPO,1101004,48.7233333,2.3794444
LEMG,1094729,36.67490005493164,-4.499110221862793
LEBB,1008955,43.30110168457031,-2.9106099605560303
LEVC,997180,39.4893,-0.481625
LPPT,994158,38.7813,-9.13592
EHAM,967082,52.308601,4.76389
SAEZ,919275,-34.8222,-58.5358
EDDF,856817,50.033333,8.570556
LEAL,836426,38.28219985961914,-0.5581560134887695
LEVX,790309,42.2318000793457,-8.62677001953125
LEAS,765716,43.5635986328125,-6.0346198081970215
LECO,714309,43.302101,-8.37726
LIMC,709130,45.6306,8.728110000000001
EBBR,671335,50.9014015198,4.48443984985
EGKK,670600,51.148102,-0.190278
LEIB,665062,38.8728981018,1.3731199502899998
EDDM,617783,48.353802,11.7861
GCRR,608005,28.945498999999998,-13.6052
LEST,598201,42.89630126953125,-8.415140151977539
LEJR,523987,36.74459838867188,-6.060110092163086
LIPZ,513179,45.505299,12.3519
LEZL,499572,37.41799926757813,-5.8931097984313965
MMMX,498691,19.4363,-99.072098
SKBO,494729,4.70159,-74.1469
KJFK,477120,40.63980103,-73.77890015
GCTS,461656,28.044500351,-16.5725002289
LSZH,460422,47.464698999999996,8.54917
SBGR,452851,-23.435556411743164,-46.47305679321289
MUHA,433707,22.989200592041016,-82.40910339355469
LSGG,424455,46.23809814453125,6.108950138092041
SPIM,393042,-12.0219,-77.114305
LGAV,386945,37.9364013672,23.944499969499997
GCFV,384535,28.452699661254886,-13.863800048828125
MMUN,384090,21.036500930800003,-86.8770980835
EIDW,372830,53.421299,-6.27007
SVMI,371267,10.601194,-66.991222
SCEL,369943,-33.393001556396484,-70.78579711914062
LEGR,359293,37.18870162963867,-3.777359962463379
KMIA,357429,25.79319953918457,-80.29060363769531
MDPC,342053,18.567399978599997,-68.36340332030001
MDSD,321069,18.42970085144,-69.668899536133
LEXJ,318678,43.427101135253906,-3.82000994682312
LEPP,316983,42.77000045776367,-1.6463299989700315
LKPR,315756,50.1008,14.26
LPPR,312127,41.248100280799996,-8.68138980865
LESO,311849,43.35649871826172,-1.7906099557876587
LLBG,310535,32.011398315429695,34.88669967651367
SEGU,301733,-2.15741991997,-79.88359832760001
EDDL,298319,51.289501,6.766780000000001
EKCH,295858,55.617900848389,12.656000137328999
LEAM,287490,36.84389877319336,-2.3701000213623047
LTBA,286378,40.976898,28.8146
GMMN,284380,33.36750030517578,-7.589970111846924
LEMH,276998,39.86259841918945,4.2186498641967765
LROP,275940,44.5711111,26.085
LIML,249850,45.445099,9.27674
EDDT,243307,52.5597,13.2877
LFLL,242375,45.725556,5.081111
LOWW,239342,48.110298156738004,16.569700241089002
EBCI,224653,50.459202000000005,4.4538199999999994
GMMX,214671,31.6068992615,-8.036299705510002
MROC,206044,9.993860244750977,-84.20880126953125
LIRA,203498,41.7994,12.5949
LEGE,202662,41.901000976999995,2.7605500221
LFML,194257,43.439271921999996,5.22142410278
HECA,192152,30.12190055847168,31.40559959411621
ESSA,190700,59.651901245116996,17.918600082397
KEWR,190342,40.69250106811523,-74.168701171875
LFOB,190095,49.45439910888672,2.1127800941467285
LFBO,186237,43.629101,1.36382
EGGW,177476,51.87469863891602,-0.36833301186561584
LIPE,174127,44.5354,11.2887
EDDB,166842,52.380001,13.5225
LHBP,164566,47.429759999999995,19.261093
UUDD,159643,55.40879821777344,37.90629959106445
KORD,157257,41.9786,-87.9048
SBGL,156919,-22.809999465900002,-43.2505569458
KPHL,153523,39.87189865112305,-75.24109649658203
GMTT,138108,35.726898193400004,-5.916890144349999
KATL,137637,33.6367,-84.428101
SUMU,137354,-34.838402,-56.0308
EGGP,134271,53.33359909057617,-2.849720001220703
GOOY,132101,14.739700317382812,-17.49020004272461
EPWA,130484,52.1656990051,20.9671001434
EFHK,129543,60.317199707031,24.963300704956
EHEH,117485,51.4500999451,5.374529838559999
EGPH,106060,55.95000076293945,-3.372499942779541
FAJS,102066,-26.1392,28.246
DTTA,101149,36.85100173950195,10.22719955444336
OTBD,100537,25.261101,51.565102
LFMN,95535,43.658401489300005,7.215869903560001
LBSF,94777,42.696693420410156,23.411436080932614
VTBD,94211,13.912599563599999,100.607002258
LIMF,90143,45.200802,7.64963
EDFH,89168,49.9487,7.263889999999999
MPTO,87864,9.0713596344,-79.3834991455
ENGM,87444,60.193901062011996,11.100399971008
GCLA,87170,28.626499,-17.7556
LIRN,86834,40.886002000000005,14.2908
KBOS,86749,42.36429977,-71.00520325
SBSV,86023,-12.9086112976,-38.3224983215
UUEE,81220,55.972599,37.4146
EGGD,80895,51.382702,-2.71909
LELC,80275,37.775001525878906,-0.8123890161514282
