airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
LIRP,118918,PSA,43.683899,10.3927,Pisa International Airport
EHEH,97010,EIN,51.4500999451,5.374529838559999,Eindhoven Airport
EDLV,88633,NRN,51.6024017334,6.14216995239,Weeze Airport
EGCC,87845,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EBCI,82797,CRL,50.459202000000005,4.4538199999999994,Brussels South Charleroi Airport
EHAM,78148,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
EGSS,71348,STN,51.8849983215,0.23499999940400002,London Stansted Airport
EGBB,63483,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
EGGD,59585,BRS,51.382702,-2.71909,Bristol Airport
EDSB,56932,FKB,48.7793998718,8.08049964905,Karlsruhe Baden-Baden Airport
EDFH,56464,HHN,49.9487,7.263889999999999,Frankfurt-Hahn Airport
EHRD,55212,RTM,51.956902,4.43722,Rotterdam The Hague Airport
LFOB,50760,BVA,49.45439910888672,2.1127800941467285,Paris Beauvais Tillé Airport
UUWW,45331,VKO,55.591499328599994,37.2615013123,Vnukovo International Airport
EGHH,42444,BOH,50.77999877929688,-1.8424999713897705,Bournemouth Airport
LZIB,39428,BTS,48.17020034790039,17.212699890136722,M. R. Štefánik Airport
EGNT,39292,NCL,55.037498474121094,-1.6916699409484863,Newcastle Airport
EGNM,37930,LBA,53.86589813232422,-1.6605700254440308,Leeds Bradford Airport
LIEE,37567,CAG,39.251499,9.05428,Cagliari Elmas Airport
EPKK,36316,KRK,50.077702,19.7848,Kraków John Paul II International Airport
GMME,35439,RBA,34.051497999999995,-6.751519999999999,Rabat-Salé Airport
EGPH,34026,EDI,55.95000076293945,-3.372499942779541,Edinburgh Airport
EGGW,33948,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
EGNX,33498,EMA,52.8311004639,-1.32806003094,East Midlands Airport
EKBI,33180,BLL,55.7402992249,9.15178012848,Billund Airport
EDDW,32674,BRE,53.0475006104,8.78666973114,Bremen Airport
EIDW,32329,DUB,53.421299,-6.27007,Dublin Airport
EPWR,29857,WRO,51.10269927979999,16.885799408,Copernicus Wrocław Airport
EGAA,28795,BFS,54.6575012207,-6.21582984924,Belfast International Airport
LMML,27411,MLA,35.857498,14.4775,Malta International Airport
EPPO,27181,POZ,52.4210014343,16.8262996674,Poznań-Ławica Airport
LROD,26080,OMR,47.02529907226562,21.90250015258789,Oradea International Airport
LICT,25905,TPS,37.9114,12.488,Vincenzo Florio Airport Trapani-Birgi
EETN,25323,TLL,59.41329956049999,24.8327999115,Lennart Meri Tallinn Airport
EHBK,22721,MST,50.911701,5.7701400000000005,Maastricht Aachen Airport
EBBR,21616,BRU,50.9014015198,4.48443984985,Brussels Airport
LGTS,20988,SKG,40.51969909667969,22.97089958190918,Thessaloniki Macedonia International Airport
EDJA,20812,FMM,47.9888000488,10.2395000458,Memmingen Allgau Airport
EGGP,20492,LPL,53.33359909057617,-2.849720001220703,Liverpool John Lennon Airport
LIBP,20340,PSR,42.431702,14.1811,Pescara International Airport
