airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,1541281,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
GCXO,722807,TFN,28.4827003479,-16.341499328599998,Tenerife Norte Airport
GCFV,630034,FUE,28.452699661254886,-13.863800048828125,Fuerteventura Airport
GCRR,608414,ACE,28.945498999999998,-13.6052,Lanzarote Airport
LEBL,333926,BCN,41.2971,2.0784599999999998,Barcelona International Airport
EGKK,312536,LGW,51.148102,-0.190278,London Gatwick Airport
EHAM,279336,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
EGCC,259984,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
ENGM,234278,OSL,60.193901062011996,11.100399971008,Oslo Gardermoen Airport
EDDL,202302,DUS,51.289501,6.766780000000001,Düsseldorf Airport
EDDF,198934,FRA,50.033333,8.570556,Frankfurt am Main Airport
EFHK,167596,HEL,60.317199707031,24.963300704956,Helsinki Vantaa Airport
ESSA,166816,ARN,59.651901245116996,17.918600082397,Stockholm-Arlanda Airport
EDDM,155637,MUC,48.353802,11.7861,Munich Airport
LEZL,153228,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
EIDW,147905,DUB,53.421299,-6.27007,Dublin Airport
EKCH,146433,CPH,55.617900848389,12.656000137328999,Copenhagen Kastrup Airport
EDDH,133903,HAM,53.630401611328004,9.988229751586902,Hamburg Airport
GCLA,128176,SPC,28.626499,-17.7556,La Palma Airport
EDDS,127855,STR,48.6898994446,9.22196006775,Stuttgart Airport
EGPF,124208,GLA,55.8718986511,-4.43306016922,Glasgow International Airport
EBBR,107444,BRU,50.9014015198,4.48443984985,Brussels Airport
EDDV,106932,HAJ,52.461101532,9.68507957458,Hannover Airport
EDDK,99774,CGN,50.865898132299996,7.1427397728,Cologne Bonn Airport
EGNX,97599,EMA,52.8311004639,-1.32806003094,East Midlands Airport
EDDN,96725,NUE,49.498699,11.078056,Nuremberg Airport
EGBB,96028,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
EKBI,95697,BLL,55.7402992249,9.15178012848,Billund Airport
LEBB,93615,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
LEMG,90273,AGP,36.67490005493164,-4.499110221862793,Málaga Airport
GCTS,87049,TFS,28.044500351,-16.5725002289,Tenerife South Airport
ESGG,86784,GOT,57.662799835205,12.279800415039,Gothenburg-Landvetter Airport
LSZH,77298,ZRH,47.464698999999996,8.54917,Zürich Airport
