airpt,value,airpt_lat,airpt_lon
GCLP,655045,27.931900024414066,-15.38659954071045
EGCC,489524,53.35369873046875,-2.2749500274658203
EGKK,477430,51.148102,-0.190278
LEMD,456010,40.471926,-3.56264
EIDW,346598,53.421299,-6.27007
GCXO,331569,28.4827003479,-16.341499328599998
EGBB,267542,52.4538993835,-1.7480299472799998
EGNX,209972,52.8311004639,-1.32806003094
EGSS,200193,51.8849983215,0.23499999940400002
LEBL,190073,41.2971,2.0784599999999998
EGPF,181613,55.8718986511,-4.43306016922
EGGD,170148,51.382702,-2.71909
EHAM,168727,52.308601,4.76389
EGNT,159712,55.037498474121094,-1.6916699409484863
EDDL,155192,51.289501,6.766780000000001
EGNM,138699,53.86589813232422,-1.6605700254440308
EGGW,125341,51.87469863891602,-0.36833301186561584
EGAA,124055,54.6575012207,-6.21582984924
EDDF,119657,50.033333,8.570556
EICK,105849,51.84130096435547,-8.491109848022461
EGPH,95173,55.95000076293945,-3.372499942779541
LEBB,91476,43.30110168457031,-2.9106099605560303
LEZL,78546,37.41799926757813,-5.8931097984313965
LEST,76638,42.89630126953125,-8.415140151977539
EGGP,76078,53.33359909057617,-2.849720001220703
