airpt,value,airpt_lat,airpt_lon
LEMD,882933,40.471926,-3.56264
LEPA,489358,39.551700591999996,2.73881006241
LEZL,313290,37.41799926757813,-5.8931097984313965
EGSS,303026,51.8849983215,0.23499999940400002
LFPG,296001,49.012798,2.55
LEBL,211528,41.2971,2.0784599999999998
LIMC,199602,45.6306,8.728110000000001
EBBR,167798,50.9014015198,4.48443984985
LEIB,155567,38.8728981018,1.3731199502899998
EHAM,127665,52.308601,4.76389
LFPO,120865,48.7233333,2.3794444
LIRA,119267,41.7994,12.5949
EGKK,105455,51.148102,-0.190278
LEBB,95081,43.30110168457031,-2.9106099605560303
LIRF,89398,41.800277799999996,12.238888900000001
EDDM,85124,48.353802,11.7861
EGLL,82919,51.4706,-0.461941
LIME,79843,45.673901,9.70417
GCTS,67988,28.044500351,-16.5725002289
EDDB,66983,52.380001,13.5225
EGGD,64335,51.382702,-2.71909
LEMG,58059,36.67490005493164,-4.499110221862793
LPPT,49821,38.7813,-9.13592
EDDK,49105,50.865898132299996,7.1427397728
EBCI,48995,50.459202000000005,4.4538199999999994
LEMH,46714,39.86259841918945,4.2186498641967765
EIDW,44995,53.421299,-6.27007
