airpt_arr,value,airpt_dep,airpt_dep_lat,airpt_dep_lon,airpt_arr_lat,airpt_arr_lon
EGKK,190360,LELC,37.775001525878906,-0.8123890161514282,51.148102,-0.190278
EGSS,182731,LELC,37.775001525878906,-0.8123890161514282,51.8849983215,0.23499999940400002
EGCC,164807,LELC,37.775001525878906,-0.8123890161514282,53.35369873046875,-2.2749500274658203
EGBB,146881,LELC,37.775001525878906,-0.8123890161514282,52.4538993835,-1.7480299472799998
EGNX,117270,LELC,37.775001525878906,-0.8123890161514282,52.8311004639,-1.32806003094
EGGW,112886,LELC,37.775001525878906,-0.8123890161514282,51.87469863891602,-0.36833301186561584
EIDW,109728,LELC,37.775001525878906,-0.8123890161514282,53.421299,-6.27007
EGGP,107336,LELC,37.775001525878906,-0.8123890161514282,53.33359909057617,-2.849720001220703
EGGD,84587,LELC,37.775001525878906,-0.8123890161514282,51.382702,-2.71909
EGNT,81833,LELC,37.775001525878906,-0.8123890161514282,55.037498474121094,-1.6916699409484863
EGNM,80814,LELC,37.775001525878906,-0.8123890161514282,53.86589813232422,-1.6605700254440308
LEMD,80275,LELC,37.775001525878906,-0.8123890161514282,40.471926,-3.56264
EGPK,48488,LELC,37.775001525878906,-0.8123890161514282,55.5093994140625,-4.586669921875
EGHH,46275,LELC,37.775001525878906,-0.8123890161514282,50.77999877929688,-1.8424999713897705
EGAA,43925,LELC,37.775001525878906,-0.8123890161514282,54.6575012207,-6.21582984924
LEPA,42370,LELC,37.775001525878906,-0.8123890161514282,39.551700591999996,2.73881006241
EGPH,37308,LELC,37.775001525878906,-0.8123890161514282,55.95000076293945,-3.372499942779541
LEBL,35809,LELC,37.775001525878906,-0.8123890161514282,41.2971,2.0784599999999998
EINN,34123,LELC,37.775001525878906,-0.8123890161514282,52.702,-8.92482
EGFF,31142,LELC,37.775001525878906,-0.8123890161514282,51.39670181274414,-3.343329906463623
EGNH,22200,LELC,37.775001525878906,-0.8123890161514282,53.77170181274414,-3.0286099910736084
ENGM,20020,LELC,37.775001525878906,-0.8123890161514282,60.193901062011996,11.100399971008
