airpt,value,airpt_lat,airpt_lon
LEMD,1238807,40.471926,-3.56264
GCRR,443425,28.945498999999998,-13.6052
GCXO,437578,28.4827003479,-16.341499328599998
EGCC,399999,53.35369873046875,-2.2749500274658203
GCFV,389315,28.452699661254886,-13.863800048828125
EHAM,373059,52.308601,4.76389
EGKK,357385,51.148102,-0.190278
EDDL,279137,51.289501,6.766780000000001
EDDF,236866,50.033333,8.570556
ESSA,213600,59.651901245116996,17.918600082397
EIDW,201408,53.421299,-6.27007
EFHK,185875,60.317199707031,24.963300704956
LEBL,184038,41.2971,2.0784599999999998
EDDH,163813,53.630401611328004,9.988229751586902
EGBB,158313,52.4538993835,-1.7480299472799998
EDDM,150370,48.353802,11.7861
EDDV,139274,52.461101532,9.68507957458
EKCH,133891,55.617900848389,12.656000137328999
EKBI,121886,55.7402992249,9.15178012848
ESGG,119279,57.662799835205,12.279800415039
EDDS,118533,48.6898994446,9.22196006775
LSZH,113461,47.464698999999996,8.54917
EGPF,112667,55.8718986511,-4.43306016922
EBBR,100218,50.9014015198,4.48443984985
EDDK,96392,50.865898132299996,7.1427397728
GCLA,83846,28.626499,-17.7556
EGGW,78601,51.87469863891602,-0.36833301186561584
LEZL,78532,37.41799926757813,-5.8931097984313965
EDDT,75842,52.5597,13.2877
