airpt,value,airpt_lat,airpt_lon
GCLP,593721,27.931900024414066,-15.38659954071045
LEMD,583067,40.471926,-3.56264
EGCC,429061,53.35369873046875,-2.2749500274658203
EGKK,386059,51.148102,-0.190278
GCXO,276749,28.4827003479,-16.341499328599998
EIDW,250562,53.421299,-6.27007
LEBL,206533,41.2971,2.0784599999999998
EGBB,153274,52.4538993835,-1.7480299472799998
LEBB,136740,43.30110168457031,-2.9106099605560303
EGPF,132809,55.8718986511,-4.43306016922
EDDL,114382,51.289501,6.766780000000001
EHAM,114159,52.308601,4.76389
EGNX,99843,52.8311004639,-1.32806003094
EDDF,97642,50.033333,8.570556
EICK,78738,51.84130096435547,-8.491109848022461
