airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,177577,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
LEBL,101799,BCN,41.2971,2.0784599999999998,Barcelona International Airport
