airpt,value,airpt_lat,airpt_lon
LEBL,753069,41.2971,2.0784599999999998
LEPA,305806,39.551700591999996,2.73881006241
EGKK,279640,51.148102,-0.190278
LEMD,253313,40.471926,-3.56264
EGCC,187780,53.35369873046875,-2.2749500274658203
EGGW,92212,51.87469863891602,-0.36833301186561584
EGBB,91127,52.4538993835,-1.7480299472799998
LIMC,87753,45.6306,8.728110000000001
EGNX,84579,52.8311004639,-1.32806003094
EGGD,72861,51.382702,-2.71909
EGSS,69102,51.8849983215,0.23499999940400002
LEBB,68149,43.30110168457031,-2.9106099605560303
LEVC,58659,39.4893,-0.481625
EGNM,52664,53.86589813232422,-1.6605700254440308
EGNT,48924,55.037498474121094,-1.6916699409484863
