airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
EGCC,92706,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EIDW,90501,DUB,53.421299,-6.27007,Dublin Airport
EHEH,61103,EIN,51.4500999451,5.374529838559999,Eindhoven Airport
EGSS,55833,STN,51.8849983215,0.23499999940400002,London Stansted Airport
EGPF,49404,GLA,55.8718986511,-4.43306016922,Glasgow International Airport
EGBB,47396,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
EBCI,45287,CRL,50.459202000000005,4.4538199999999994,Brussels South Charleroi Airport
EGGW,41116,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
EGNT,39771,NCL,55.037498474121094,-1.6916699409484863,Newcastle Airport
EGAA,36994,BFS,54.6575012207,-6.21582984924,Belfast International Airport
EGKK,33737,LGW,51.148102,-0.190278,London Gatwick Airport
LEPA,29788,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
EGNX,27666,EMA,52.8311004639,-1.32806003094,East Midlands Airport
EGGD,24362,BRS,51.382702,-2.71909,Bristol Airport
EDFH,24318,HHN,49.9487,7.263889999999999,Frankfurt-Hahn Airport
EBBR,20187,BRU,50.9014015198,4.48443984985,Brussels Airport
