airpt_arr,value,airpt_dep,airpt_dep_lat,airpt_dep_lon,airpt_arr_lat,airpt_arr_lon
EGKK,1175506,LEMG,36.67490005493164,-4.499110221862793,51.148102,-0.190278
EGCC,703749,LEMG,36.67490005493164,-4.499110221862793,53.35369873046875,-2.2749500274658203
LEBL,595180,LEMG,36.67490005493164,-4.499110221862793,41.2971,2.0784599999999998
EHAM,541423,LEMG,36.67490005493164,-4.499110221862793,52.308601,4.76389
EIDW,539659,LEMG,36.67490005493164,-4.499110221862793,53.421299,-6.27007
EBBR,509054,LEMG,36.67490005493164,-4.499110221862793,50.9014015198,4.48443984985
EKCH,502700,LEMG,36.67490005493164,-4.499110221862793,55.617900848389,12.656000137328999
LFPG,452067,LEMG,36.67490005493164,-4.499110221862793,49.012798,2.55
EGSS,399278,LEMG,36.67490005493164,-4.499110221862793,51.8849983215,0.23499999940400002
EGBB,387762,LEMG,36.67490005493164,-4.499110221862793,52.4538993835,-1.7480299472799998
EGGD,337818,LEMG,36.67490005493164,-4.499110221862793,51.382702,-2.71909
ESSA,320651,LEMG,36.67490005493164,-4.499110221862793,59.651901245116996,17.918600082397
LEMD,318753,LEMG,36.67490005493164,-4.499110221862793,40.471926,-3.56264
EGNX,312202,LEMG,36.67490005493164,-4.499110221862793,52.8311004639,-1.32806003094
EGGW,306111,LEMG,36.67490005493164,-4.499110221862793,51.87469863891602,-0.36833301186561584
ENGM,287170,LEMG,36.67490005493164,-4.499110221862793,60.193901062011996,11.100399971008
EGNM,280499,LEMG,36.67490005493164,-4.499110221862793,53.86589813232422,-1.6605700254440308
LSZH,280225,LEMG,36.67490005493164,-4.499110221862793,47.464698999999996,8.54917
LFPO,270545,LEMG,36.67490005493164,-4.499110221862793,48.7233333,2.3794444
EFHK,266586,LEMG,36.67490005493164,-4.499110221862793,60.317199707031,24.963300704956
LIRF,253735,LEMG,36.67490005493164,-4.499110221862793,41.800277799999996,12.238888900000001
EGNT,241631,LEMG,36.67490005493164,-4.499110221862793,55.037498474121094,-1.6916699409484863
EGGP,229995,LEMG,36.67490005493164,-4.499110221862793,53.33359909057617,-2.849720001220703
EHEH,214090,LEMG,36.67490005493164,-4.499110221862793,51.4500999451,5.374529838559999
GEML,203140,LEMG,36.67490005493164,-4.499110221862793,35.279800415,-2.9562599658999997
EGPF,188111,LEMG,36.67490005493164,-4.499110221862793,55.8718986511,-4.43306016922
EGPH,183463,LEMG,36.67490005493164,-4.499110221862793,55.95000076293945,-3.372499942779541
LEBB,180691,LEMG,36.67490005493164,-4.499110221862793,43.30110168457031,-2.9106099605560303
EDDM,179342,LEMG,36.67490005493164,-4.499110221862793,48.353802,11.7861
LEPA,176595,LEMG,36.67490005493164,-4.499110221862793,39.551700591999996,2.73881006241
EDDH,174203,LEMG,36.67490005493164,-4.499110221862793,53.630401611328004,9.988229751586902
LSGG,171929,LEMG,36.67490005493164,-4.499110221862793,46.23809814453125,6.108950138092041
EDDL,158239,LEMG,36.67490005493164,-4.499110221862793,51.289501,6.766780000000001
EDDB,156142,LEMG,36.67490005493164,-4.499110221862793,52.380001,13.5225
GCLP,153278,LEMG,36.67490005493164,-4.499110221862793,27.931900024414066,-15.38659954071045
LIMC,148813,LEMG,36.67490005493164,-4.499110221862793,45.6306,8.728110000000001
EDDK,140700,LEMG,36.67490005493164,-4.499110221862793,50.865898132299996,7.1427397728
UUEE,140092,LEMG,36.67490005493164,-4.499110221862793,55.972599,37.4146
EDLV,131691,LEMG,36.67490005493164,-4.499110221862793,51.6024017334,6.14216995239
EGAA,130309,LEMG,36.67490005493164,-4.499110221862793,54.6575012207,-6.21582984924
EHRD,126662,LEMG,36.67490005493164,-4.499110221862793,51.956902,4.43722
LTBA,120562,LEMG,36.67490005493164,-4.499110221862793,40.976898,28.8146
EDDF,119488,LEMG,36.67490005493164,-4.499110221862793,50.033333,8.570556
EICK,116967,LEMG,36.67490005493164,-4.499110221862793,51.84130096435547,-8.491109848022461
LEST,113471,LEMG,36.67490005493164,-4.499110221862793,42.89630126953125,-8.415140151977539
LEIB,112613,LEMG,36.67490005493164,-4.499110221862793,38.8728981018,1.3731199502899998
GCXO,109199,LEMG,36.67490005493164,-4.499110221862793,28.4827003479,-16.341499328599998
ESGG,105846,LEMG,36.67490005493164,-4.499110221862793,57.662799835205,12.279800415039
EKBI,103968,LEMG,36.67490005493164,-4.499110221862793,55.7402992249,9.15178012848
EBCI,100291,LEMG,36.67490005493164,-4.499110221862793,50.459202000000005,4.4538199999999994
LOWW,91457,LEMG,36.67490005493164,-4.499110221862793,48.110298156738004,16.569700241089002
EGHH,84786,LEMG,36.67490005493164,-4.499110221862793,50.77999877929688,-1.8424999713897705
EGPK,84574,LEMG,36.67490005493164,-4.499110221862793,55.5093994140625,-4.586669921875
EGFF,82935,LEMG,36.67490005493164,-4.499110221862793,51.39670181274414,-3.343329906463623
EGMC,82837,LEMG,36.67490005493164,-4.499110221862793,51.5713996887207,0.6955559849739075
EDDT,80618,LEMG,36.67490005493164,-4.499110221862793,52.5597,13.2877
LROP,79637,LEMG,36.67490005493164,-4.499110221862793,44.5711111,26.085
EPWA,79557,LEMG,36.67490005493164,-4.499110221862793,52.1656990051,20.9671001434
LEAS,75118,LEMG,36.67490005493164,-4.499110221862793,43.5635986328125,-6.0346198081970215
