airpt_arr,pax2005,airpt_dep,airpt_dep_lat,airpt_dep_lon,airpt_arr_lat,airpt_arr_lon
LEBL,719801,LEMH,39.86259841918945,4.2186498641967765,41.2971,2.0784599999999998
EGKK,234607,LEMH,39.86259841918945,4.2186498641967765,51.148102,-0.190278
LEPA,233874,LEMH,39.86259841918945,4.2186498641967765,39.551700591999996,2.73881006241
EGCC,203972,LEMH,39.86259841918945,4.2186498641967765,53.35369873046875,-2.2749500274658203
LEMD,196757,LEMH,39.86259841918945,4.2186498641967765,40.471926,-3.56264
EGBB,101016,LEMH,39.86259841918945,4.2186498641967765,52.4538993835,-1.7480299472799998
EGNX,74270,LEMH,39.86259841918945,4.2186498641967765,52.8311004639,-1.32806003094
EGGW,72587,LEMH,39.86259841918945,4.2186498641967765,51.87469863891602,-0.36833301186561584
EGSS,62893,LEMH,39.86259841918945,4.2186498641967765,51.8849983215,0.23499999940400002
EGPF,46489,LEMH,39.86259841918945,4.2186498641967765,55.8718986511,-4.43306016922
EGGD,43046,LEMH,39.86259841918945,4.2186498641967765,51.382702,-2.71909
EGNT,42393,LEMH,39.86259841918945,4.2186498641967765,55.037498474121094,-1.6916699409484863
LIMC,41466,LEMH,39.86259841918945,4.2186498641967765,45.6306,8.728110000000001
