airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,189676,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
LEBL,130535,BCN,41.2971,2.0784599999999998,Barcelona International Airport
EGSS,80739,STN,51.8849983215,0.23499999940400002,London Stansted Airport
LIRA,73424,CIA,41.7994,12.5949,Ciampino–G. B. Pastine International Airport
EBCI,70913,CRL,50.459202000000005,4.4538199999999994,Brussels South Charleroi Airport
EDDB,49136,SXF,52.380001,13.5225,Berlin-Schönefeld Airport
LEVC,43861,VLC,39.4893,-0.481625,Valencia Airport
LEMG,42984,AGP,36.67490005493164,-4.499110221862793,Málaga Airport
GCTS,38541,TFS,28.044500351,-16.5725002289,Tenerife South Airport
EGPH,37479,EDI,55.95000076293945,-3.372499942779541,Edinburgh Airport
EIDW,24764,DUB,53.421299,-6.27007,Dublin Airport
EPWA,24342,WAW,52.1656990051,20.9671001434,Warsaw Chopin Airport
LIME,24337,BGY,45.673901,9.70417,Il Caravaggio International Airport
LEZL,22558,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
EDLV,20923,NRN,51.6024017334,6.14216995239,Weeze Airport
