airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEBL,654174,BCN,41.2971,2.0784599999999998,Barcelona International Airport
LEPA,262845,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
EGKK,222497,LGW,51.148102,-0.190278,London Gatwick Airport
LEMD,218432,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
EGCC,216843,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EGBB,88534,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
EGGW,81909,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
EGNX,70432,EMA,52.8311004639,-1.32806003094,East Midlands Airport
EGNT,51069,NCL,55.037498474121094,-1.6916699409484863,Newcastle Airport
EGSS,47588,STN,51.8849983215,0.23499999940400002,London Stansted Airport
EGPF,46884,GLA,55.8718986511,-4.43306016922,Glasgow International Airport
LEVC,46714,VLC,39.4893,-0.481625,Valencia Airport
EGGD,44406,BRS,51.382702,-2.71909,Bristol Airport
