airpt,value,airpt_lat,airpt_lon
GCLP,384215,27.931900024414066,-15.38659954071045
EDDL,271547,51.289501,6.766780000000001
LEMD,213243,40.471926,-3.56264
EDDF,188345,50.033333,8.570556
GCXO,145196,28.4827003479,-16.341499328599998
EGKK,139884,51.148102,-0.190278
EGCC,138318,53.35369873046875,-2.2749500274658203
EDDH,130455,53.630401611328004,9.988229751586902
EGBB,114046,52.4538993835,-1.7480299472799998
EDDV,110152,52.461101532,9.68507957458
LFPG,106129,49.012798,2.55
EDDM,104242,48.353802,11.7861
EHAM,97698,52.308601,4.76389
EDDS,95277,48.6898994446,9.22196006775
EGNX,82656,52.8311004639,-1.32806003094
EGSS,75287,51.8849983215,0.23499999940400002
LEBL,72757,41.2971,2.0784599999999998
EDDK,72520,50.865898132299996,7.1427397728
EIDW,67169,53.421299,-6.27007
EDDP,56034,51.423889,12.236388999999999
ESSA,55581,59.651901245116996,17.918600082397
EGGD,54955,51.382702,-2.71909
EDLP,53228,51.614101409899995,8.616319656369999
EGGP,50544,53.33359909057617,-2.849720001220703
LIMC,49359,45.6306,8.728110000000001
EDDT,49269,52.5597,13.2877
LIME,48461,45.673901,9.70417
LSZH,47556,47.464698999999996,8.54917
EGPF,47313,55.8718986511,-4.43306016922
EPWA,44956,52.1656990051,20.9671001434
EDDB,44057,52.380001,13.5225
EDDW,41669,53.0475006104,8.78666973114
EBBR,41134,50.9014015198,4.48443984985
