airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,700977,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
LEBL,258101,BCN,41.2971,2.0784599999999998,Barcelona International Airport
LFPG,89497,CDG,49.012798,2.55,Charles de Gaulle International Airport
LEBB,30133,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
GCTS,29100,TFS,28.044500351,-16.5725002289,Tenerife South Airport
LEVC,21225,VLC,39.4893,-0.481625,Valencia Airport
LEPA,20205,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
