airpt,value,airpt_lat,airpt_lon
LEMD,837507,40.471926,-3.56264
LEBL,612271,41.2971,2.0784599999999998
LEZL,227772,37.41799926757813,-5.8931097984313965
EDDF,204050,50.033333,8.570556
EDDM,193708,48.353802,11.7861
LFPG,191962,49.012798,2.55
LEPA,164420,39.551700591999996,2.73881006241
LEMG,162290,36.67490005493164,-4.499110221862793
EGSS,132423,51.8849983215,0.23499999940400002
EGLL,123644,51.4706,-0.461941
GCRR,119742,28.945498999999998,-13.6052
GCXO,112228,28.4827003479,-16.341499328599998
GCLP,94071,27.931900024414066,-15.38659954071045
EBBR,92036,50.9014015198,4.48443984985
LEIB,83321,38.8728981018,1.3731199502899998
LEVC,69474,39.4893,-0.481625
LEMH,63282,39.86259841918945,4.2186498641967765
LEAL,62389,38.28219985961914,-0.5581560134887695
EGCC,46819,53.35369873046875,-2.2749500274658203
EDDL,43681,51.289501,6.766780000000001
LPPT,42635,38.7813,-9.13592
LEST,41176,42.89630126953125,-8.415140151977539
