airpt,value,airpt_lat,airpt_lon
LEBL,1124061,41.2971,2.0784599999999998
LEMD,469146,40.471926,-3.56264
LEVC,313290,39.4893,-0.481625
LEPA,277355,39.551700591999996,2.73881006241
LFPO,257180,48.7233333,2.3794444
GCXO,187650,28.4827003479,-16.341499328599998
EGSS,152967,51.8849983215,0.23499999940400002
GCLP,146432,27.931900024414066,-15.38659954071045
LEBB,98399,43.30110168457031,-2.9106099605560303
EGLL,92488,51.4706,-0.461941
LIME,76894,45.673901,9.70417
GCTS,74773,28.044500351,-16.5725002289
EGKK,62207,51.148102,-0.190278
LEST,45675,42.89630126953125,-8.415140151977539
EBBR,45278,50.9014015198,4.48443984985
EGGP,44973,53.33359909057617,-2.849720001220703
GCRR,44511,28.945498999999998,-13.6052
