airpt,value,airpt_lat,airpt_lon
LEMD,823344,40.471926,-3.56264
LEBL,453230,41.2971,2.0784599999999998
LEPA,134053,39.551700591999996,2.73881006241
LEMG,119322,36.67490005493164,-4.499110221862793
LEZL,117546,37.41799926757813,-5.8931097984313965
GCTS,116428,28.044500351,-16.5725002289
LEAL,92419,38.28219985961914,-0.5581560134887695
LEVC,82271,39.4893,-0.481625
GCLP,80519,27.931900024414066,-15.38659954071045
GCRR,65938,28.945498999999998,-13.6052
EGSS,52197,51.8849983215,0.23499999940400002
LEBB,40124,43.30110168457031,-2.9106099605560303
LERS,39413,41.14739990234375,1.1671700477600098
EDFH,36301,49.9487,7.263889999999999
LIME,34144,45.673901,9.70417
LFPG,30963,49.012798,2.55
LSZH,27407,47.464698999999996,8.54917
LSGG,21775,46.23809814453125,6.108950138092041
