airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,1181442,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
GCXO,582870,TFN,28.4827003479,-16.341499328599998,Tenerife Norte Airport
GCRR,487730,ACE,28.945498999999998,-13.6052,Lanzarote Airport
GCFV,402573,FUE,28.452699661254886,-13.863800048828125,Fuerteventura Airport
EDDL,315381,DUS,51.289501,6.766780000000001,Düsseldorf Airport
LEBL,313738,BCN,41.2971,2.0784599999999998,Barcelona International Airport
ENGM,303992,OSL,60.193901062011996,11.100399971008,Oslo Gardermoen Airport
ESSA,298313,ARN,59.651901245116996,17.918600082397,Stockholm-Arlanda Airport
EGKK,267860,LGW,51.148102,-0.190278,London Gatwick Airport
EHAM,257093,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
EGCC,225840,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EFHK,221509,HEL,60.317199707031,24.963300704956,Helsinki Vantaa Airport
EDDF,201932,FRA,50.033333,8.570556,Frankfurt am Main Airport
EDDM,194692,MUC,48.353802,11.7861,Munich Airport
EDDH,194316,HAM,53.630401611328004,9.988229751586902,Hamburg Airport
EKCH,184038,CPH,55.617900848389,12.656000137328999,Copenhagen Kastrup Airport
LEZL,177908,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
EDDK,154176,CGN,50.865898132299996,7.1427397728,Cologne Bonn Airport
EDDV,134912,HAJ,52.461101532,9.68507957458,Hannover Airport
ESGG,121835,GOT,57.662799835205,12.279800415039,Gothenburg-Landvetter Airport
EIDW,120135,DUB,53.421299,-6.27007,Dublin Airport
EDDS,113787,STR,48.6898994446,9.22196006775,Stuttgart Airport
LSZH,110988,ZRH,47.464698999999996,8.54917,Zürich Airport
EKBI,101461,BLL,55.7402992249,9.15178012848,Billund Airport
LEMG,100713,AGP,36.67490005493164,-4.499110221862793,Málaga Airport
EBBR,99792,BRU,50.9014015198,4.48443984985,Brussels Airport
LEBB,92826,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
EGBB,92108,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
GCLA,90145,SPC,28.626499,-17.7556,La Palma Airport
LEST,89379,SCQ,42.89630126953125,-8.415140151977539,Santiago de Compostela Airport
EGSS,88874,STN,51.8849983215,0.23499999940400002,London Stansted Airport
EDDT,88809,TXL,52.5597,13.2877,Berlin-Tegel Airport
ENBR,86118,BGO,60.29339981,5.218140125,Bergen Airport Flesland
EDDB,83808,SXF,52.380001,13.5225,Berlin-Schönefeld Airport
EGNX,80434,EMA,52.8311004639,-1.32806003094,East Midlands Airport
EGGD,75727,BRS,51.382702,-2.71909,Bristol Airport
