airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
EGCC,759564,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EGKK,754817,LGW,51.148102,-0.190278,London Gatwick Airport
LEMD,660930,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
LEBL,342038,BCN,41.2971,2.0784599999999998,Barcelona International Airport
EGSS,322572,STN,51.8849983215,0.23499999940400002,London Stansted Airport
EGNX,242584,EMA,52.8311004639,-1.32806003094,East Midlands Airport
EHAM,239001,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
LEPA,227231,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
EGGD,225357,BRS,51.382702,-2.71909,Bristol Airport
EGBB,204497,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
EGGW,195941,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
EDDL,189497,DUS,51.289501,6.766780000000001,Düsseldorf Airport
EBBR,187860,BRU,50.9014015198,4.48443984985,Brussels Airport
EGPF,180567,GLA,55.8718986511,-4.43306016922,Glasgow International Airport
ENGM,153867,OSL,60.193901062011996,11.100399971008,Oslo Gardermoen Airport
EGNT,146507,NCL,55.037498474121094,-1.6916699409484863,Newcastle Airport
EIDW,115111,DUB,53.421299,-6.27007,Dublin Airport
EDDF,107385,FRA,50.033333,8.570556,Frankfurt am Main Airport
EGFF,105514,CWL,51.39670181274414,-3.343329906463623,Cardiff International Airport
ESSA,89155,ARN,59.651901245116996,17.918600082397,Stockholm-Arlanda Airport
EDDM,85574,MUC,48.353802,11.7861,Munich Airport
