airpt,value,airpt_lat,airpt_lon
EGKK,772292,51.148102,-0.190278
EGCC,598654,53.35369873046875,-2.2749500274658203
EGNX,398782,52.8311004639,-1.32806003094
LEBL,325487,41.2971,2.0784599999999998
EGBB,304850,52.4538993835,-1.7480299472799998
EBBR,298025,50.9014015198,4.48443984985
EGGD,272015,51.382702,-2.71909
EHAM,262878,52.308601,4.76389
LEMD,253876,40.471926,-3.56264
ENGM,252332,60.193901062011996,11.100399971008
EGNT,234453,55.037498474121094,-1.6916699409484863
LEPA,233309,39.551700591999996,2.73881006241
EGNM,216882,53.86589813232422,-1.6605700254440308
EGSS,201816,51.8849983215,0.23499999940400002
EGGP,200737,53.33359909057617,-2.849720001220703
EGGW,199450,51.87469863891602,-0.36833301186561584
EGPF,197157,55.8718986511,-4.43306016922
EHEH,180608,51.4500999451,5.374529838559999
EIDW,169159,53.421299,-6.27007
LFPO,160904,48.7233333,2.3794444
UUDD,146018,55.40879821777344,37.90629959106445
EGPH,143758,55.95000076293945,-3.372499942779541
EBCI,138419,50.459202000000005,4.4538199999999994
ESSA,136993,59.651901245116996,17.918600082397
EKCH,136942,55.617900848389,12.656000137328999
EDDL,122800,51.289501,6.766780000000001
EGMC,121386,51.5713996887207,0.6955559849739075
EGAA,113692,54.6575012207,-6.21582984924
LEBB,105286,43.30110168457031,-2.9106099605560303
ENRY,104398,59.378817000000005,10.785439
EHRD,103898,51.956902,4.43722
EDLV,102194,51.6024017334,6.14216995239
DAOO,99466,35.6239013672,-0.6211829781529999
LSGG,97832,46.23809814453125,6.108950138092041
ESKN,85989,58.78860092163086,16.912200927734375
LEST,82255,42.89630126953125,-8.415140151977539
EDDH,79449,53.630401611328004,9.988229751586902
EDDM,78170,48.353802,11.7861
EGPK,75083,55.5093994140625,-4.586669921875
