airpt,value,airpt_lat,airpt_lon
LEMD,765655,40.471926,-3.56264
LEBL,386223,41.2971,2.0784599999999998
EDDF,161624,50.033333,8.570556
EBBR,118527,50.9014015198,4.48443984985
GCTS,101050,28.044500351,-16.5725002289
LEPA,92932,39.551700591999996,2.73881006241
EGKK,89577,51.148102,-0.190278
LFPG,84000,49.012798,2.55
EGSS,82606,51.8849983215,0.23499999940400002
LIMC,72674,45.6306,8.728110000000001
LEZL,60662,37.41799926757813,-5.8931097984313965
LEVC,60655,39.4893,-0.481625
EGLL,52777,51.4706,-0.461941
LEMG,48824,36.67490005493164,-4.499110221862793
LEAL,39190,38.28219985961914,-0.5581560134887695
LEST,36445,42.89630126953125,-8.415140151977539
GCRR,33762,28.945498999999998,-13.6052
